Variant,Cycle,Period,SEI Thickness [m],Growth Rate [m/cycle],Crack Length [m],Discharge Capacity [A.h],CC Capacity [A.h],CC Time [h],CV Capacity [A.h],CV Time [h],Total Charge Capacity [A.h]
Baseline,91,Cycling,2.5777616213550646e-08,1.2742225160164155e-10,2.0007535227894377e-08,4.084550018451118,3.8047972588461736,5.326716162384703,0.2816243717966467,0.974580117263713,4.08642163064282
Baseline,92,Cycling,2.5904414506593787e-08,1.267982930431417e-10,2.000761850807318e-08,4.084356752197964,3.8044579722809493,5.326241161193725,0.2817705888527344,0.9756830874170674,4.086228561133684
Baseline,93,Cycling,2.6030598026036705e-08,1.2618351944291788e-10,2.000770178816443e-08,4.08416536873961,3.804120547277405,5.325768766187693,0.28191657919893354,0.9767877099177866,4.086037126476338
Baseline,94,Cycling,2.615617574822856e-08,1.2557772219185623e-10,2.000778506818431e-08,4.083975595463346,3.803784924856381,5.325298894800007,0.2820626055719231,0.977895986324242,4.085847530428304
Baseline,95,Cycling,2.628115641751743e-08,1.2498066928886994e-10,2.0007868348152317e-08,4.083787633529235,3.8034509765618107,5.324831367187144,0.28220843500412984,0.979005639116707,4.08565941156594
Baseline,96,Cycling,2.6405548576086884e-08,1.2439215856945227e-10,2.000795162808346e-08,4.083601128147997,3.8031186589270343,5.324366122497096,0.282354270284622,0.9801178655257274,4.085472929211656
Baseline,97,Cycling,2.65293605588108e-08,1.2381198272391728e-10,2.000803490799425e-08,4.083416232642453,3.8027878772446817,5.323903028138517,0.28249999872942766,0.9812316412219388,4.085287875974109
Baseline,98,Cycling,2.665260049769918e-08,1.2323993888838033e-10,2.0008118187897187e-08,4.083232745845261,3.802458551786361,5.323441972503929,0.28264560409654704,0.9823462990852505,4.085104155882908
Baseline,99,Cycling,2.6775276335342132e-08,1.2267583764295123e-10,2.000820146780543e-08,4.083050569073293,3.8021306414524108,5.322982898033203,0.2827910642948863,0.9834617577448341,4.084921705747297
Baseline,100,Cycling,2.689739583694087e-08,1.221195015987377e-10,2.0008284747729383e-08,4.082869641332049,3.8018040639446435,5.322525689523388,0.2829365603902825,0.9845786373377337,4.084740624334926
Baseline,101,Post-Rest (96hr),2.7815189779218482e-08,9.177939422776122e-10,2.0008368095251768e-08,4.080355535664264,3.7991062557649613,5.3187487580709885,0.284138534904399,0.9939814238974005,4.08324479066936
Baseline,102,Cycling,2.7932792932152555e-08,1.1760315293407235e-10,2.0008451370089812e-08,4.0812050847960535,3.7987879156115767,5.318303081856765,0.28428329956707055,0.9950916273873318,4.083071215178647
Baseline,103,Cycling,2.804990621375565e-08,1.171132816030946e-10,2.0008534644993554e-08,4.081032843496184,3.79847022178259,5.317858310493939,0.28442798404223923,0.9961994299378816,4.082898205824829
Baseline,104,Cycling,2.8166535719910865e-08,1.1662950615521605e-10,2.000861791996468e-08,4.080861153181609,3.7981531373468753,5.317414392285329,0.2845724310699418,0.9973035776174228,4.0827255684168176
Baseline,105,Cycling,2.8282687421502678e-08,1.161517015918127e-10,2.00087011950005e-08,4.0806898168487615,3.7978366371256564,5.316971291976387,0.28471671553272193,0.9984045334842762,4.082553352658378
Baseline,106,Cycling,2.8398367152952397e-08,1.1567973144971922e-10,2.0008784470099604e-08,4.080518888488701,3.7975206614004144,5.316528925961762,0.2848606490104135,0.9995004782482368,4.0823813104108275
Baseline,107,Cycling,2.851358063628198e-08,1.1521348332958255e-10,2.000886774525841e-08,4.080348113612912,3.797205172898275,5.316087242056028,0.2850043790523702,1.0005926638498863,4.082209551950646
Baseline,108,Cycling,2.8628333469379867e-08,1.1475283309788718e-10,2.0008951020472626e-08,4.080177613773091,3.7968901326942817,5.31564618576985,0.2851477828765705,1.0016797860547229,4.082037915570853
Baseline,109,Cycling,2.8742631124570402e-08,1.1429765519053517e-10,2.0009034295736228e-08,4.0800072151993785,3.7965754955568567,5.315205693777614,0.28529072148054224,1.0027604720352201,4.081866217037399
Baseline,110,Cycling,2.8856478973834455e-08,1.1384784926405298e-10,2.0009117571039452e-08,4.079836741417311,3.796261256206531,5.314765758687116,0.2854333312538646,1.0038360712710528,4.081694587460396
Baseline,111,Cycling,2.896988227096932e-08,1.13403297134865e-10,2.0009200846377464e-08,4.079666320327889,3.795947396514668,5.314326355120562,0.2855753847722693,1.0049047709451226,4.081522781286937
Baseline,112,Cycling,2.908284616116881e-08,1.1296389019949048e-10,2.000928412173892e-08,4.079495710528349,3.79563390888284,5.313887472436324,0.2857168486861634,1.0059662351237897,4.081350757569004
Baseline,113,Cycling,2.9195375682285438e-08,1.1252952111662699e-10,2.0009367397112285e-08,4.079324867578384,3.7953207947239944,5.3134491126134975,0.28585758188419463,1.0070195515217648,4.0811783766081895
Baseline,114,Cycling,2.930747577202343e-08,1.1210008973799245e-10,2.0009450672484208e-08,4.07915365606884,3.7950080410661062,5.313011257492455,0.2859975562006287,1.0080645553840881,4.081005597266735
Baseline,115,Cycling,2.9419151266382722e-08,1.1167549435929202e-10,2.0009533947839614e-08,4.0789820300725586,3.7946956539152836,5.312573915480797,0.28613666724686126,1.0091003516081258,4.080832321162145
Baseline,116,Cycling,2.9530406900198026e-08,1.1125563381530446e-10,2.000961722316468e-08,4.078809895846095,3.7943836207366344,5.312137069033668,0.28627476845820166,1.0101258853004254,4.080658389194836
Baseline,117,Cycling,2.9641247313492737e-08,1.1084041329471039e-10,2.0009700498439078e-08,4.078637091368714,3.7940719441395627,5.311700721796782,0.2864117675764515,1.0111406956307292,4.080483711716014
Baseline,118,Cycling,2.97516770537632e-08,1.1042974027046291e-10,2.0009783773642656e-08,4.078463531157409,3.7937606168246014,5.3112648635507895,0.28654760066470253,1.0121441792516492,4.0803082174893035
Baseline,119,Cycling,2.9861700571865596e-08,1.1002351810239594e-10,2.000986704875615e-08,4.078289139418333,3.793449625544574,5.310829475764521,0.28668205856158746,1.0131348754798637,4.080131684106162
Baseline,120,Cycling,2.997132223013056e-08,1.0962165826496533e-10,2.0009950323753303e-08,4.078113698413423,3.7931389726327565,5.310394561686735,0.28681511583177377,1.014112312536298,4.079954088464531
Baseline,121,Cycling,3.00805462981649e-08,1.0922406803433793e-10,2.0010033598609155e-08,4.077937183745897,3.7928286549237598,5.309960116893513,0.28694651981331454,1.0150748310225435,4.079775174737074
Baseline,122,Cycling,3.0189376961558996e-08,1.0883066339409656e-10,2.001011687329449e-08,4.077759337293668,3.7925186796907795,5.309526151566708,0.28707617142169006,1.0160220352824076,4.0795948511124696
Baseline,123,Cycling,3.029781831825537e-08,1.0844135669637541e-10,2.0010200147779088e-08,4.077580070384112,3.792209077068427,5.309092707894891,0.28720390938887874,1.0169524339958755,4.079412986457306
Baseline,124,Cycling,3.0405874391430575e-08,1.0805607317520413e-10,2.0010283422028567e-08,4.07739925147793,3.7918998472348964,5.308659786130924,0.2873296860199286,1.017866097503699,4.079229533254825
Baseline,125,Cycling,3.051354912799321e-08,1.0767473656263765e-10,2.0010366696010026e-08,4.0772168324333675,3.7915910329972915,5.308227446196568,0.2874534189167721,1.018762437477065,4.079044451914063
Baseline,126,Cycling,3.0620846393669955e-08,1.0729726567674205e-10,2.0010449969688323e-08,4.077032777152976,3.791282643312541,5.307795700638394,0.28757491236187116,1.019639982249572,4.078857555674412
Baseline,127,Cycling,3.072776999090546e-08,1.0692359723550717e-10,2.001053324302593e-08,4.0768468933157855,3.7909747007460823,5.30736458104694,0.28769423184871723,1.0204996842730623,4.0786689325948
Baseline,128,Cycling,3.083432365193195e-08,1.0655366102648604e-10,2.0010616515987083e-08,4.0766592759862235,3.7906672012809546,5.306934081792662,0.28781130055716764,1.0213408638447703,4.078478501838122
Baseline,129,Cycling,3.094051103978988e-08,1.0618738785793286e-10,2.0010699788533864e-08,4.076469837145641,3.7903601915664487,5.3065042681912615,0.2879260199007203,1.0221630129422863,4.078286211467169
Baseline,130,Cycling,3.104633573740407e-08,1.0582469761418922e-10,2.0010783060630648e-08,4.0762785309221305,3.7900536715774757,5.306075140207497,0.2880381070644531,1.022963899864294,4.078091778641928
Baseline,131,Cycling,3.115180127913712e-08,1.0546554173304971e-10,2.001086633223364e-08,4.076085072982746,3.789747661263274,5.3056467257687645,0.28814779910704313,1.0237457730325108,4.077895460370318
Baseline,132,Cycling,3.125691112337292e-08,1.0510984423579791e-10,2.0010949603305913e-08,4.0758897182027685,3.789442183926824,5.305219057497396,0.2882547613313524,1.0245059668273697,4.077696945258177
Baseline,133,Cycling,3.1361668664635506e-08,1.0475754126258839e-10,2.0011032873805554e-08,4.075692157465934,3.7891372603070455,5.304792164428726,0.28835894427232445,1.0252442762137548,4.07749620457937
Baseline,134,Cycling,3.146607723763438e-08,1.0440857299887268e-10,2.0011116143690243e-08,4.075492364878251,3.7888328869696286,5.304366041758136,0.2884602917959911,1.0259603790445269,4.07729317876562
Baseline,135,Cycling,3.1570140113897836e-08,1.0406287626345742e-10,2.0011199412916905e-08,4.075290272414148,3.78852910151139,5.30394074211344,0.28855863579766616,1.0266533151435766,4.077087737309056
Baseline,136,Cycling,3.167386049689137e-08,1.037203829935329e-10,2.0011282681442556e-08,4.0750857634795805,3.788225930766923,5.303516303072598,0.2886537421381168,1.0273213517379673,4.07687967290504
Baseline,137,Cycling,3.177724153831698e-08,1.0338104142561207e-10,2.0011365949218426e-08,4.074878617088434,3.7879233620538546,5.303092706876356,0.28874569151532636,1.0279650731419991,4.076669053569181
Baseline,138,Cycling,3.188028631852101e-08,1.0304478020403142e-10,2.0011449216201263e-08,4.074668908645042,3.7876214198531057,5.3026699877942605,0.2888340800715681,1.0285815653986248,4.076455499924673
Baseline,139,Cycling,3.1982997861834985e-08,1.0271154331397276e-10,2.0011532482339746e-08,4.074456254429864,3.7873201225606614,5.302248171587024,0.28891884534246914,1.0291707000735926,4.07623896790313
Baseline,140,Cycling,3.208537912270195e-08,1.0238126086696597e-10,2.0011615747585304e-08,4.074240624323995,3.78701950099697,5.301827301394383,0.2889996260403027,1.0297295651436116,4.076019127037273
Baseline,141,Cycling,3.2187432997201395e-08,1.020538744994433e-10,2.001169901188419e-08,4.074021667076304,3.7867195435033345,5.301407360904714,0.28907626994511837,1.0302573171334775,4.075795813448453
Baseline,142,Cycling,3.228916232077988e-08,1.0172932357848351e-10,2.001178227517994e-08,4.0737992277302295,3.7864202865256953,5.300988401136685,0.28914854101346865,1.0307521959739852,4.075568827539164
Baseline,143,Cycling,3.2390569865746824e-08,1.0140754496694554e-10,2.0011865537418037e-08,4.07357312052323,3.7861217297644814,5.300570421670969,0.28921614422822284,1.0312120150083643,4.075337873992704
Baseline,144,Cycling,3.24916583350796e-08,1.010884693327739e-10,2.001194879853997e-08,4.073343028273522,3.7858239045179793,5.300153466325298,0.289278636016697,1.0316337144254248,4.075102540534676
Baseline,145,Cycling,3.2592430362475206e-08,1.0077202739560861e-10,2.0012032058483345e-08,4.073108551952002,3.7855268029411624,5.299737524118285,0.28933563127919015,1.0320142512687198,4.0748624342203525
Baseline,146,Cycling,3.2692888520166306e-08,1.004581576910994e-10,2.0012115317179786e-08,4.072869294788953,3.7852304575535713,5.299322640572839,0.28938679642065956,1.0323514551981674,4.074617253974231
Baseline,147,Cycling,3.279303530997961e-08,1.0014678981330521e-10,2.0012198574563324e-08,4.072624956934981,3.784934883147863,5.298908836403996,0.28943162704261294,1.0326415442520442,4.074366510190476
Baseline,148,Cycling,3.2892873148400025e-08,9.983783842041407e-11,2.0012281830562538e-08,4.072375049609716,3.784640069834934,5.298496097765522,0.28946936240211985,1.0328787613146915,4.074109432237053
Baseline,149,Cycling,3.29924043740241e-08,9.95312256240738e-11,2.0012365085097745e-08,4.072118799296401,3.784346058199856,5.298084481480387,0.2894993762225062,1.033058651856777,4.073845434422362
Baseline,150,Cycling,3.309163123695236e-08,9.922686292826068e-11,2.0012448338082025e-08,4.071855628071172,3.7840528451798465,5.2976739832497515,0.2895207920793297,1.0331747241025937,4.073573637259177
Baseline,151,Post-Rest (96hr),3.384181795752121e-08,7.501867205688535e-10,2.0012531577086023e-08,4.069675705705787,3.7815977044168814,5.294236786184071,0.28918116989348386,1.030379355210135,4.070778874310365
Baseline,152,Cycling,3.393847713317537e-08,9.665917565415687e-11,2.0012614803102786e-08,4.068796033300579,3.781311919613268,5.293836687458864,0.28908011026374814,1.0295827875167802,4.070392029877016
Baseline,153,Cycling,3.403484864691453e-08,9.637151373915959e-11,2.0012698026117032e-08,4.0684099697959955,3.781027135750689,5.293437990050201,0.2889631452665098,1.0286677366858115,4.069990281017199
Baseline,154,Cycling,3.413093395744094e-08,9.608531052640804e-11,2.0012781245920493e-08,4.0680089951851555,3.780743362678857,5.293040707751359,0.2888298677002643,1.0276313441666929,4.069573230379121
Baseline,155,Cycling,3.4226734482610787e-08,9.580052516984932e-11,2.0012864462286824e-08,4.067592714623083,3.7804606205800377,5.292644868812417,0.2886800165231933,1.026471696285256,4.0691406371032315
Baseline,156,Cycling,3.432225162999369e-08,9.551714738290354e-11,2.0012947674975222e-08,4.067160882204395,3.7801789133169876,5.292250478641307,0.28851400853879694,1.0251911424470848,4.068692921855785
Baseline,157,Cycling,3.44174867979754e-08,9.523516798170863e-11,2.0013030883737788e-08,4.066713939048182,3.779898271557464,5.2918575801798085,0.28833195427021785,1.0237908847665125,4.068230225827682
Baseline,158,Cycling,3.451244140548637e-08,9.495460751096931e-11,2.0013114088317437e-08,4.066251996633372,3.7796186852509535,5.291466159349852,0.2881347229603297,1.0222772514149199,4.067753408211283
Baseline,159,Cycling,3.460711693496228e-08,9.467552947590878e-11,2.001319728845973e-08,4.065775935064803,3.7793401819542405,5.291076254734165,0.2879239088351131,1.0206616969478546,4.067264090789354
Baseline,160,Cycling,3.470151495666568e-08,9.439802170340132e-11,2.0013280483924397e-08,4.0652873713875275,3.7790627656461897,5.2906878719063,0.28770134915474666,1.0189582073168424,4.066764114800936
Baseline,161,Cycling,3.4795637147712953e-08,9.41221910472753e-11,2.0013363674490915e-08,4.064788141443467,3.7787864395566824,5.290301015379045,0.28746937781929205,1.0171834502593438,4.066255817375975
Baseline,162,Cycling,3.488948530910396e-08,9.384816139100937e-11,2.0013446859973836e-08,4.064280588732413,3.7785112325249566,5.289915725534776,0.2872304203060141,1.01535595653775,4.065741652830971
Baseline,163,Cycling,3.498306137858127e-08,9.35760694773063e-11,2.0013530040223893e-08,4.063767161135585,3.778237132403339,5.289531985364661,0.2869873291853784,1.0134963393126455,4.065224461588717
Baseline,164,Cycling,3.5076367438099056e-08,9.330605951778698e-11,2.001361321514126e-08,4.063250701237226,3.7779641258301515,5.289149776163384,0.2867429533092767,1.0116259124622715,4.064707079139428
Baseline,165,Cycling,3.5169405673244506e-08,9.303823514545022e-11,2.0013696384677828e-08,4.062734044883416,3.777692217655632,5.288769104719734,0.2864993536504117,1.0097599721196389,4.0641915713060435
Baseline,166,Cycling,3.526217833173358e-08,9.27726584890708e-11,2.0013779548829733e-08,4.062219260017121,3.7774214070646677,5.2883899698937995,0.28625794694500817,1.0079089558319652,4.063679354009675
Baseline,167,Cycling,3.5354687638854554e-08,9.250930712097653e-11,2.0013862707629984e-08,4.061707754416645,3.777151675296479,5.288012345415382,0.28601855615050065,1.006071469224537,4.06317023144698
Baseline,168,Cycling,3.544693583628611e-08,9.224819743155934e-11,2.001394586112209e-08,4.061199342345641,3.776883026184276,5.287636236655175,0.28578211891990657,1.0042549366112183,4.062665145104182
Baseline,169,Cycling,3.553892513836355e-08,9.198930207743763e-11,2.00140290093792e-08,4.060694959037297,3.7766154482989807,5.287261627617127,0.28554848845902114,1.0024579564210399,4.062163936758002
Baseline,170,Cycling,3.5630657715657326e-08,9.173257729377561e-11,2.0014112152486536e-08,4.06019444527051,3.77634892513813,5.286888495194631,0.2853173541879901,1.0006784517035214,4.06166627932612
Baseline,171,Cycling,3.57221357056378e-08,9.147798998047122e-11,2.0014195290540314e-08,4.059697478837099,3.7760834739033085,5.286516863464896,0.28508868282826194,0.99891615392111,4.061172156731571
Baseline,172,Cycling,3.581336119955684e-08,9.122549391903934e-11,2.0014278423641417e-08,4.059204040515949,3.775819067907153,5.286146695069672,0.2848620520770204,0.9971681550355385,4.0606811199841735
Baseline,173,Cycling,3.590433622664419e-08,9.097502708735191e-11,2.0014361551883945e-08,4.058713682676315,3.775555716624747,5.285778003273904,0.2846368544428386,0.9954296567034646,4.060192571067585
Baseline,174,Cycling,3.599506277593446e-08,9.072654929027437e-11,2.0014444675354267e-08,4.058225807114636,3.7752933943135254,5.285410752038359,0.28441285870839517,0.9936994895293765,4.05970625302192
Baseline,175,Cycling,3.6085542820401744e-08,9.048004446728118e-11,2.001452779412488e-08,4.057740159803714,3.775032087807496,5.28504492293095,0.2841904053669637,0.9919795748566571,4.05922249317446
Baseline,176,Cycling,3.6175778316329306e-08,9.023549592756165e-11,2.0014610908266225e-08,4.057257059670972,3.7747717781708783,5.284680489441456,0.28396956333266976,0.9902706560087324,4.0587413415035485
Baseline,177,Cycling,3.6265771185318955e-08,8.999286898964953e-11,2.0014694017837435e-08,4.056776566504367,3.7745124457315393,5.2843174240235555,0.2837501120777004,0.9885710209606202,4.05826255780924
Baseline,178,Cycling,3.6355523400446355e-08,8.975221512739953e-11,2.001477712288376e-08,4.05629843633726,3.7742540774130076,5.283955708378954,0.28353375268160885,0.9868931805405339,4.057787830094616
Baseline,179,Cycling,3.64450370130848e-08,8.95136126384462e-11,2.0014860223464e-08,4.055824354437812,3.7739966184369376,5.283595265812906,0.2833223143839856,0.9852506084232999,4.057318932820923
Baseline,180,Cycling,3.653431418083661e-08,8.927716775181195e-11,2.001494331965309e-08,4.055356098768198,3.773740119722708,5.283236167613097,0.2831181663873208,0.9836610837948854,4.056858286110028
Baseline,181,Cycling,3.6623357116357546e-08,8.904293552093258e-11,2.0015026411559e-08,4.054896091310521,3.773484512039299,5.282878316855309,0.2829225093944059,0.9821333373158954,4.056407021433705
Baseline,182,Cycling,3.671216807486126e-08,8.88109585037146e-11,2.001510949930004e-08,4.054445451701587,3.773229807561231,5.282521730584882,0.28273653308676305,0.9806764001930794,4.055966340647994
Baseline,183,Cycling,3.6800749303007974e-08,8.858122814671344e-11,2.001519258301018e-08,4.054005396414167,3.7729759407459715,5.282166317044563,0.2825603886576076,0.9792910257768668,4.055536329403579
Baseline,184,Cycling,3.688910303771301e-08,8.835373470503339e-11,2.0015275662823004e-08,4.053576000501126,3.772722921406617,5.281812089969861,0.2823943795737214,0.9779796855712277,4.0551173009803385
Baseline,185,Cycling,3.6977231490132245e-08,8.812845241923788e-11,2.0015358738871805e-08,4.0531575873040495,3.7724707142232563,5.281458999911081,0.2822383995490063,0.9767418216345334,4.054709113772263
Baseline,186,Cycling,3.706513683422e-08,8.790534408775234e-11,2.0015441811288017e-08,4.052750002075633,3.7722193470974874,5.281107085934693,0.2820922251281588,0.9755757109780205,4.054311572225647
Baseline,187,Cycling,3.715282120958341e-08,8.768437536341064e-11,2.0015524880199375e-08,4.052353059031244,3.7719686959739107,5.280756174363773,0.28195574999006245,0.9744802725340378,4.053924445963974
Baseline,188,Cycling,3.724028671429445e-08,8.746550471103897e-11,2.0015607945731383e-08,4.0519665294125975,3.7717188376132738,5.280406372660153,0.2818285502070701,0.9734529567852377,4.053547387820344
Baseline,189,Cycling,3.732753540554513e-08,8.724869125068327e-11,2.0015691008002932e-08,4.051590054746343,3.7714697072829013,5.280057590196222,0.2817103685706943,0.9724916532836545,4.053180075853596
Baseline,190,Cycling,3.7414569304671127e-08,8.703389912599627e-11,2.001577406713092e-08,4.051223324202434,3.771221303035701,5.279709824247078,0.28160101194924003,0.9715948059344726,4.052822314984941
Baseline,191,Cycling,3.7501390394384606e-08,8.682108971347995e-11,2.0015857123231537e-08,4.050866141773267,3.770973566906843,5.279362993669239,0.28150016174866854,0.9707601857986301,4.052473728655512
Baseline,192,Cycling,3.7588000616259905e-08,8.66102218752984e-11,2.0015940176416405e-08,4.050518124719299,3.7707265204423543,5.279017128618307,0.28140747466108085,0.9699852810264531,4.052133995103436
Baseline,193,Cycling,3.7674401858962376e-08,8.640124270247162e-11,2.0016023226795344e-08,4.05017895682882,3.770480099634706,5.278672139489416,0.28132234647028653,0.9692655327012645,4.051802446104992
Baseline,194,Cycling,3.776059598018317e-08,8.619412122079145e-11,2.0016106274471192e-08,4.049847969947101,3.770234356897122,5.2783280996555035,0.2812446565851956,0.9686003772914376,4.051479013482318
Baseline,195,Cycling,3.784658478375998e-08,8.598880357680968e-11,2.0016189319548334e-08,4.0495250904463935,3.769989197462654,5.27798487644904,0.28117374396001926,0.9679845023498075,4.051162941422673
Baseline,196,Cycling,3.793237003971967e-08,8.578525595969084e-11,2.0016272362121732e-08,4.049209567405205,3.7697446630880993,5.277642528323511,0.28110944456238274,0.9674168496413813,4.050854107650482
Baseline,197,Cycling,3.8017953479949334e-08,8.558344022966551e-11,2.0016355402288458e-08,4.048901277575872,3.769500673428701,5.277300942802654,0.2810513442004332,0.9668945973077285,4.050552017629134
Baseline,198,Cycling,3.810333680110815e-08,8.53833211588187e-11,2.001643844014077e-08,4.048599729976147,3.7692572602699017,5.2769601643801,0.28099925503305156,0.9664158296050971,4.050256515302953
Baseline,199,Cycling,3.818852166212169e-08,8.51848610135399e-11,2.001652147577085e-08,4.048304763302962,3.7690144022258654,5.276620163113236,0.28095269693664937,0.9659776092512828,4.049967099162515
Baseline,200,Cycling,3.827350968838854e-08,8.498802626684895e-11,2.0016604509267e-08,4.048015879898921,3.768772056430045,5.276280879004531,0.28091152704390243,0.9655782576587342,4.049683583473947
No LAM,1,Cycling,5.400651509539202e-09,0.0,2.0000029497296147e-08,1.132732415863247,3.871937297508242,5.42071221651164,0.27363143381092936,0.9515504311040885,4.145568731319171
No LAM,2,Cycling,5.982928852357192e-09,5.8227734281799e-10,2.0000113208976958e-08,4.140417400800825,3.868228428265872,5.415519799572358,0.27428062410603404,0.9550103524772453,4.142509052371906
No LAM,3,Cycling,6.513224980171786e-09,5.302961278145938e-10,2.0000196893645812e-08,4.138608293809979,3.865860810000739,5.41220513400134,0.2747653197708053,0.9577578030722833,4.140626129771544
No LAM,4,Cycling,7.003383954237045e-09,4.90158974065259e-10,2.0000280561584125e-08,4.13711845243544,3.863926524048776,5.409497133668438,0.2751657881873282,0.9601245298317025,4.139092312236104
No LAM,5,Cycling,7.461332395534134e-09,4.5794844129708965e-10,2.0000364216537472e-08,4.135808984800925,3.862241275643583,5.407137785900446,0.2755091096200757,0.9622180285886657,4.137750385263659
No LAM,6,Cycling,7.89268640818651e-09,4.3135401265237536e-10,2.000044786051335e-08,4.134619435090921,3.8607243318239854,5.405014064554223,0.27581299460047237,0.9641155016422829,4.136537326424458
No LAM,7,Cycling,8.301596476958433e-09,4.089100687719235e-10,2.000053149478641e-08,4.133519455897549,3.859330671406445,5.403062939971761,0.2760826178333975,0.9658207370081442,4.1354132892398425
No LAM,8,Cycling,8.691232104642198e-09,3.896356276837649e-10,2.0000615120140587e-08,4.132484026252028,3.8580320149579435,5.401244820936114,0.27631905369443155,0.967317225639718,4.134351068652375
No LAM,9,Cycling,9.064078194544657e-09,3.7284608990245903e-10,2.0000698737015144e-08,4.131493859079113,3.856809090680433,5.3995327269534386,0.2765216860837927,0.9685833120057339,4.133330776764225
No LAM,10,Cycling,9.422125309063996e-09,3.5804711451933826e-10,2.0000782345596257e-08,4.1305337619563485,3.855648027764385,5.397907238870999,0.27668868530291535,0.9695926007832725,4.1323367130673
No LAM,11,Cycling,9.766996707325599e-09,3.4487139826160333e-10,2.0000865945882614e-08,4.12959103013964,3.854538831093337,5.396354363530253,0.276816314053812,0.9703082885186785,4.131355145147149
No LAM,12,Cycling,1.0100036409495788e-08,3.330397021701892e-10,2.0000949537730233e-08,4.128653956693827,3.8534737669962524,5.394863273794886,0.27690083716782077,0.9706967977638286,4.130374604164073
No LAM,13,Cycling,1.0422372820963316e-08,3.223364114675283e-10,2.0001033120897266e-08,4.127712496311453,3.8524467885804117,5.393425504012711,0.2769447530635203,0.9707705338625203,4.1293915416439315
No LAM,14,Cycling,1.0734965044505985e-08,3.125922235426686e-10,2.0001116695171357e-08,4.126764140134048,3.8514532174616667,5.392034504445839,0.2769538475664661,0.9705693343027804,4.128407065028133
No LAM,15,Cycling,1.1038636711556347e-08,3.036716670503623e-10,2.0001200260426853e-08,4.125810758995934,3.8504894743359586,5.390685264070626,0.27693332654583136,0.9701311803087975,4.12742280088179
No LAM,16,Cycling,1.133410145914696e-08,2.9546474759061354e-10,2.0001283816620645e-08,4.124854579895798,3.8495525743372703,5.389373604070201,0.276888099834145,0.969490817154437,4.126440674171415
No LAM,17,Cycling,1.1621982557509844e-08,2.87881098362883e-10,2.0001367363750212e-08,4.123897985422604,3.8486400225780826,5.388096031609777,0.27682241487804093,0.9686802391759386,4.1254624374561235
No LAM,18,Cycling,1.1902828155019431e-08,2.8084559750958723e-10,2.0001450901808e-08,4.122943098801433,3.8477496816062207,5.386849554246794,0.2767397905289184,0.9677246620943123,4.124489472135139
No LAM,19,Cycling,1.2177123291576256e-08,2.7429513655682475e-10,2.000153443074447e-08,4.121991597796944,3.8468797376128046,5.3856316326572795,0.2766423994245306,0.9666403462136373,4.123522137037336
No LAM,20,Cycling,1.2445299589009348e-08,2.6817629743309256e-10,2.000161795045028e-08,4.121044083358287,3.8460287023928026,5.384440183350733,0.2765319097964869,0.9654401070110907,4.1225606121892895
No LAM,21,Cycling,1.2707743112309139e-08,2.624435232997903e-10,2.00017014607882e-08,4.120100937574463,3.845195593247705,5.383273830546272,0.27640918169524653,0.9641328397903344,4.121604774942952
No LAM,22,Cycling,1.2964800659191575e-08,2.570575468824369e-10,2.0001784961701518e-08,4.119162205766739,3.844379347898875,5.3821310870580525,0.27627392498924586,0.9627171244376242,4.120653272888121
No LAM,23,Cycling,1.3216785104351798e-08,2.5198444516022286e-10,2.000186845330299e-08,4.1182266794107765,3.843579050726603,5.38101067101811,0.27612593935774177,0.9611925315811547,4.119704990084345
No LAM,24,Cycling,1.3463979982728882e-08,2.471948783770833e-10,2.0001951935859317e-08,4.1172933623556585,3.8427938910684154,5.37991144749477,0.2759660315370964,0.9595655484205494,4.118759922605512
No LAM,25,Cycling,1.3706643115224486e-08,2.426631324956045e-10,2.0002035409694488e-08,4.116362356377177,3.8420230992947104,5.378832339010955,0.2757939573483088,0.9578349425269437,4.11781705664302
No LAM,26,Cycling,1.3945009867579152e-08,2.3836675235466606e-10,2.0002118875058194e-08,4.115432733934068,3.8412660041540994,5.377772405816032,0.2756106724469003,0.9560082945320119,4.116876676601
