Variant,Cycle,Period,SEI Thickness [m],Growth Rate [m/cycle],Crack Length [m],Discharge Capacity [A.h],CC Capacity [A.h],CC Time [h],CV Capacity [A.h],CV Time [h],Total Charge Capacity [A.h]
No LAM,29,Cycling,1.4636411259561704e-08,2.267091987378325e-10,2.0002369221945745e-08,4.112675036928513,3.8390710308448193,5.374699443183118,0.27505081386705976,0.9503824219799242,4.114121844711879
No LAM,30,Cycling,1.4859594981449779e-08,2.2318372188807457e-10,2.0002452655097397e-08,4.111783711788622,3.838362943990389,5.3737081215863896,0.27487925371547206,0.9485967051905391,4.113242197705861
No LAM,31,Cycling,1.5079411991754738e-08,2.1981701030495904e-10,2.0002536080712305e-08,4.110914184057165,3.837665826841397,5.372732157577929,0.2747215173722064,0.9469040997184752,4.112387344213603
No LAM,32,Cycling,1.5296009811540576e-08,2.1659781978583804e-10,2.0002619499045698e-08,4.110068966115664,3.836979177613915,5.371770848660017,0.274578592383266,0.9453126778825371,4.111557769997181
No LAM,33,Cycling,1.5509525717347586e-08,2.135159058070104e-10,2.000270291035199e-08,4.109248580554264,3.8363025487157367,5.370823568203264,0.2744509414005991,0.9438264543282031,4.110753490116336
No LAM,34,Cycling,1.572008772904915e-08,2.1056201170156533e-10,2.0002786314881165e-08,4.108453074483134,3.835635498865308,5.369889698410752,0.2743391811184117,0.9424507417125199,4.10997467998372
No LAM,35,Cycling,1.5927815498630938e-08,2.0772776958178643e-10,2.0002869712882945e-08,4.107682654267702,3.8349776011810213,5.368968641653012,0.2742441375611464,0.941192324620971,4.109221738742168
No LAM,36,Cycling,1.6132820993866355e-08,2.0500549523541745e-10,2.0002953104617035e-08,4.1069377440193575,3.8343283058470354,5.368059628183929,0.2741660100933019,0.9400522803746156,4.108494315940337
No LAM,37,Cycling,1.633520915471071e-08,2.023881608443556e-10,2.000303649034112e-08,4.1062180194493125,3.833687033265737,5.367161846571321,0.27410495265942325,0.9390314308355272,4.107791985925161
No LAM,38,Cycling,1.6535078454889847e-08,1.9986930017913572e-10,2.000311987031519e-08,4.1055230750493035,3.833053179918081,5.366274451887932,0.2740608201663881,0.9381275970572318,4.107114000084469
No LAM,39,Cycling,1.6732521438224084e-08,1.9744298333423697e-10,2.0003203244798887e-08,4.104852184097332,3.8324264190843884,5.3653969867183235,0.27403316987092374,0.9373383445630168,4.106459588955312
No LAM,40,Cycling,1.69276251777755e-08,1.9510373955141705e-10,2.0003286614048047e-08,4.104204594485406,3.83180648393267,5.364529077507683,0.27402132118794453,0.9366592452400369,4.105827805120615
No LAM,41,Cycling,1.7120471698211507e-08,1.928465204360061e-10,2.000336997831767e-08,4.103579376224387,3.8311931570650772,5.363670419890995,0.2740244561722247,0.9360850359119492,4.105217613237302
No LAM,42,Cycling,1.7311138408165318e-08,1.9066670995381122e-10,2.0003453337855945e-08,4.102975508887715,3.830586204721233,5.362820686610281,0.27404214246076064,0.9356135973020336,4.104628347181993
No LAM,43,Cycling,1.749969842548983e-08,1.8856001732451171e-10,2.0003536692909224e-08,4.102392342024869,3.8299854160689097,5.361979582496289,0.2740736224914193,0.9352400094025626,4.1040590385603295
No LAM,44,Cycling,1.768622091348846e-08,1.8652248799863033e-10,2.000362004371348e-08,4.10182891833202,3.8293905683633493,5.3611467957096295,0.27411840172310376,0.934961184793778,4.1035089700864535
No LAM,45,Cycling,1.7870771366674357e-08,1.8455045318589718e-10,2.0003703390497958e-08,4.10128453439849,3.828801431825097,5.360322004556494,0.27417591506297123,0.934773342499426,4.102977346888068
No LAM,46,Cycling,1.805341185528901e-08,1.8264048861465157e-10,2.000378673348102e-08,4.100758405411941,3.828217893586044,5.359505051017393,0.2742453120128632,0.9346712708876055,4.102463205598907
No LAM,47,Cycling,1.8234201222065798e-08,1.8078936677678945e-10,2.0003870072868117e-08,4.1002495785033055,3.8276400007354696,5.358696001027482,0.27432516050047173,0.9346464165040516,4.101965161235942
No LAM,48,Cycling,1.8413195279200664e-08,1.789940571348663e-10,2.0003953408847805e-08,4.099756677766397,3.827067869457853,5.357895017240622,0.27441389997001675,0.9346890084480037,4.10148176942787
No LAM,49,Cycling,1.8590447037927882e-08,1.7725175872721757e-10,2.0004036741589508e-08,4.099278271476272,3.8265016390860986,5.357102294718871,0.2745102036870133,0.9347915867735992,4.1010118427731115
No LAM,50,Cycling,1.87660069336671e-08,1.755598957392172e-10,2.000412007124561e-08,4.098813174813267,3.825941493624997,5.356318091076332,0.2746131255313693,0.9349496145244416,4.100554619156366
No LAM,51,Post-Rest (96hr),2.005932783077287e-08,1.2933208971057696e-09,2.0004203412645904e-08,4.095036021124841,3.821450537332238,5.350030752265047,0.27566236869367433,0.9381416894686936,4.097112906025912
No LAM,52,Cycling,2.0222024791865445e-08,1.626969610925761e-10,2.0004286715495232e-08,4.094950749903582,3.820945161147166,5.349323225606113,0.2758030317281892,0.938691005978157,4.096748192875355
No LAM,53,Cycling,2.0383414625431355e-08,1.6138983356590972e-10,2.0004370016390187e-08,4.094589719285594,3.8204458582159875,5.3486242015025525,0.2759460924505146,0.9392734837588321,4.0963919506665025
No LAM,54,Cycling,2.0543528748420313e-08,1.6011412298895834e-10,2.0004453315414804e-08,4.094237066742378,3.8199525815735766,5.347933614202468,0.2760912795669537,0.9398876049742029,4.09604386114053
No LAM,55,Cycling,2.07023973382725e-08,1.588685898521874e-10,2.000453661264988e-08,4.093892478200808,3.8194652923659924,5.3472514093129035,0.27623827230360654,0.940531455343617,4.0957035646695985
No LAM,56,Cycling,2.0860049411030972e-08,1.5765207275847124e-10,2.0004619908171832e-08,4.093555598113414,3.818983945847227,5.346577524189144,0.27638691988046027,0.9412043319159409,4.095370865727688
No LAM,57,Cycling,2.1016512874354338e-08,1.5646346332336624e-10,2.000470320205433e-08,4.093226233505036,3.8185084766077537,5.345911867248304,0.276536974543371,0.9419045386586617,4.095045451151124
No LAM,58,Cycling,2.1171814584451393e-08,1.553017100970552e-10,2.000478649436563e-08,4.0929040730779755,3.8180388387902564,5.345254374305995,0.2766881940335497,0.9426305475127492,4.094727032823807
No LAM,59,Cycling,2.1325980405570637e-08,1.541658211192437e-10,2.0004869785173616e-08,4.092588836669201,3.817574965500349,5.344604951700219,0.2768404220638905,0.943381377247448,4.09441538756424
No LAM,60,Cycling,2.1479035251229705e-08,1.5305484565906854e-10,2.000495307454109e-08,4.092280297281393,3.8171167870929326,5.343963501928641,0.2769934217082137,0.944155154367337,4.094110208801146
No LAM,61,Cycling,2.1631003139013765e-08,1.519678877840594e-10,2.0005036362529378e-08,4.091978155791831,3.8166642468055434,5.343329945527614,0.2771469704035825,0.944950875688015,4.093811217209126
No LAM,62,Cycling,2.1781907231751417e-08,1.5090409273765204e-10,2.0005119649193054e-08,4.091682134445476,3.816217265439127,5.3427041716144785,0.277300960455642,0.9457672989295283,4.093518225894769
No LAM,63,Cycling,2.193176989255452e-08,1.4986266080310262e-10,2.0005202934590102e-08,4.091392048090808,3.8157757696584986,5.342086077521074,0.27745535981619573,0.9466043633755774,4.093231129474694
No LAM,64,Cycling,2.208061271264345e-08,1.4884282008893125e-10,2.000528621877481e-08,4.091107793472839,3.815339703141942,5.341475584398694,0.2776100082292423,0.9474608497928685,4.092949711371184
No LAM,65,Cycling,2.222845654569926e-08,1.478438330558104e-10,2.000536950179951e-08,4.090829155838043,3.8149089909328495,5.340872587306109,0.27776470913102136,0.9483356013312942,4.092673700063871
No LAM,66,Cycling,2.2375321542723983e-08,1.468649970247219e-10,2.0005452783715032e-08,4.0905558717067505,3.814483514513359,5.34027692031772,0.27791944821472914,0.949227699983922,4.092402962728088
No LAM,67,Cycling,2.252122719049903e-08,1.4590564777504693e-10,2.000553606457065e-08,4.090287800548788,3.814063180629427,5.339688452881262,0.2780741004868106,0.950136619348342,4.092137281116237
No LAM,68,Cycling,2.2666192318498438e-08,1.4496512799940805e-10,2.0005619344412763e-08,4.090024731177493,3.813647811813276,5.339106936541327,0.27822849723715626,0.951059791296359,4.091876309050432
