SEI Model,Initial SOC,Days,Voltage Before (V),Voltage After (V),Delta V (V),SEI Thickness (m),Loss of Lithium Inventory (%),SEI rxn rate
interstitial-diffusion limited,0.9,60,3.903959437033747,3.9039575240500763,1.9129836705822356e-06,5.012908301054144e-09,0.00017721633138023662,0.0
interstitial-diffusion limited,0.9,61,3.903959437033747,3.9039574939655424,1.9430682045573633e-06,5.013123151358461e-09,0.00018016593014635873,0.0
interstitial-diffusion limited,0.9,62,3.903959437033747,3.9039574612831367,1.975750610228033e-06,5.013337989854912e-09,0.00018311543956883725,0.0
interstitial-diffusion limited,0.9,63,3.903959437033747,3.9039574280392166,2.008994530289243e-06,5.013552818502415e-09,0.00018606477715366054,0.0
interstitial-diffusion limited,0.9,64,3.903959437033747,3.9039573955687485,2.041464998381315e-06,5.01376764277489e-09,0.00018901406949112243,0.0
interstitial-diffusion limited,0.9,65,3.903959437033747,3.9039573647692065,2.0722645404092077e-06,5.013982452510398e-09,0.00019196316142711112,0.0
interstitial-diffusion limited,0.9,66,3.903959437033747,3.903957334177428,2.102856318852986e-06,5.014197251680118e-09,0.00019491210781552581,0.0
interstitial-diffusion limited,0.9,67,3.903959437033747,3.9039573091727275,2.1278610193853353e-06,5.014412045444287e-09,0.0001978610051907026,0.0
interstitial-diffusion limited,0.9,68,3.903959437033747,3.903957275366251,2.161667496114461e-06,5.01462682864719e-09,0.00020080971674474313,0.0
interstitial-diffusion limited,0.9,69,3.903959437033747,3.903957244018631,2.1930151157256716e-06,5.0148415996066745e-09,0.0002037582763705359,0.0
interstitial-diffusion limited,0.9,70,3.903959437033747,3.9039572089330625,2.228100684398271e-06,5.0150563619175934e-09,0.00020670676131828714,0.0
interstitial-diffusion limited,0.9,71,3.903959437033747,3.903957180736845,2.256296901759214e-06,5.015271116512409e-09,0.00020965508102221975,0.0
interstitial-diffusion limited,0.9,72,3.903959437033747,3.9039571495391154,2.2874946314921374e-06,5.015485863157029e-09,0.00021260327605432394,0.0
interstitial-diffusion limited,0.9,73,3.903959437033747,3.9039571118708745,2.3251628724629825e-06,5.01570059701983e-09,0.0002155513187460656,0.0
interstitial-diffusion limited,0.9,74,3.903959437033747,3.9039570782221222,2.358811624691981e-06,5.015915320483129e-09,0.0002184992197982183,0.0
interstitial-diffusion limited,0.9,75,3.903959437033747,3.903957052052382,2.3849813648446627e-06,5.016130039203442e-09,0.00022144712013982826,0.0
interstitial-diffusion limited,0.9,76,3.903959437033747,3.9039570171180498,2.4199156971604907e-06,5.01634474458537e-09,0.00022439476654767532,0.0
interstitial-diffusion limited,0.9,77,3.903959437033747,3.903956991438152,2.445595594924299e-06,5.016559442284649e-09,0.00022734234002541598,0.0
interstitial-diffusion limited,0.9,78,3.903959437033747,3.90395695383103,2.483202716785371e-06,5.016774127929485e-09,0.00023028971889971217,0.0
interstitial-diffusion limited,0.9,79,3.903959437033747,3.903956928264855,2.5087688917402318e-06,5.016988808847838e-09,0.00023323706960809432,0.0
interstitial-diffusion limited,0.9,80,3.903959437033747,3.903956881309532,2.5557242149254478e-06,5.01720347610369e-09,0.00023618419430704307,0.0
