SEI Model,Initial SOC,Days,Voltage Before (V),Voltage After (V),Delta V (V),SEI Thickness (m),Loss of Lithium Inventory (%),SEI rxn rate
solvent-diffusion limited,0.3,53,3.697051119635454,3.696868640558646,0.00018247907680812858,1.7724848695986293e-08,0.17469846466266858,0.0
solvent-diffusion limited,0.3,54,3.69705111990719,3.6968664810647196,0.0001846388424704415,1.7878037887924728e-08,0.17680158725259787,0.0
solvent-diffusion limited,0.3,55,3.6970511198616727,3.6968643395229392,0.0001867803387334277,1.8029994441265438e-08,0.17888778701872354,0.0
solvent-diffusion limited,0.3,56,3.6970511198166323,3.6968622138212477,0.00018890599538456954,1.8180811574367835e-08,0.1809583438489284,0.0
solvent-diffusion limited,0.3,57,3.6970511197528233,3.696860112583802,0.00019100716902142878,1.833006500984625e-08,0.18300743269468,0.0
solvent-diffusion limited,0.3,58,3.6970511197086116,3.6968580292693654,0.00019309043924620184,1.8478023489479164e-08,0.18503874331699421,0.0
solvent-diffusion limited,0.3,59,3.697051119657692,3.69685595904173,0.00019516061596203116,1.862514481068354e-08,0.18705856045725966,0.0
solvent-diffusion limited,0.3,60,3.6970511195970888,3.696853903456615,0.00019721614047396585,1.877125692902631e-08,0.18906452245509797,0.0
solvent-diffusion limited,0.3,61,3.6970511195460087,3.6968518707018356,0.0001992488441731055,1.89158221428852e-08,0.1910492471515255,0.0
solvent-diffusion limited,0.3,62,3.6970511195301565,3.6968498455428622,0.00020127398729430368,1.905991637691161e-08,0.19302750580108352,0.0
solvent-diffusion limited,0.3,63,3.697051121219515,3.696847849239808,0.0002032719797071536,1.9202009972849893e-08,0.19497829773926867,0.0
solvent-diffusion limited,0.3,64,3.69705112119908,3.696845854758199,0.00020526644088114665,1.9343983431153153e-08,0.1969274404221153,0.0
solvent-diffusion limited,0.3,65,3.6970511211881436,3.696843886774456,0.00020723441368764028,1.9484118016804752e-08,0.19885133724164916,0.0
solvent-diffusion limited,0.3,66,3.697051121183442,3.6968419229270997,0.00020919825634235778,1.9624064669780286e-08,0.2007726540144148,0.0
solvent-diffusion limited,0.3,67,3.697051121164778,3.696839983689098,0.00021113747567991226,1.9762215230562038e-08,0.20266931239586938,0.0
solvent-diffusion limited,0.3,68,3.6970511211557477,3.6968380507695384,0.00021307038620932417,1.990009651831385e-08,0.20456227394726056,0.0
solvent-diffusion limited,0.3,69,3.6970511211334136,3.6968361378048664,0.00021498332854719138,2.003647025776434e-08,0.2064345385992965,0.0
solvent-diffusion limited,0.3,70,3.697051121119207,3.6968342414658575,0.00021687965334971082,2.0171783509812654e-08,0.20829224375813737,0.0
solvent-diffusion limited,0.3,71,3.697051121111612,3.696832343121732,0.0002187779898799036,2.0307237638179485e-08,0.21015188293489473,0.0
solvent-diffusion limited,0.3,72,3.6970511210948764,3.6968304703672556,0.00022065072762078586,2.0440959178227224e-08,0.21198773556561434,0.0
solvent-diffusion limited,0.3,73,3.6970511210913855,3.6968286075137655,0.00022251357761993162,2.0574015858404283e-08,0.2138144605669936,0.0
solvent-diffusion limited,0.3,74,3.697051121074148,3.6968267616965953,0.00022435937755282964,2.070586325681329e-08,0.21562458335179713,0.0
solvent-diffusion limited,0.3,75,3.6970511210650576,3.696824918519019,0.0002262025460386674,2.0837619321344814e-08,0.21743345213955934,0.0
solvent-diffusion limited,0.3,76,3.6970511210270782,3.696823089956818,0.00022803107026003744,2.096830714310143e-08,0.2192276551520962,0.0
solvent-diffusion limited,0.3,77,3.6970511210283163,3.6968212833641605,0.00022983766415585194,2.109754001693481e-08,0.22100188330163917,0.0
solvent-diffusion limited,0.3,78,3.697051121006264,3.696819472887936,0.0002316481183282093,2.1227071668124804e-08,0.2227802133516832,0.0
solvent-diffusion limited,0.3,79,3.697051121003667,3.696817687957825,0.00023343304584200197,2.135475743295668e-08,0.22453320127493726,0.0
solvent-diffusion limited,0.3,80,3.69705112099574,3.69681591395228,0.00023520704346013943,2.1481812132649303e-08,0.2262775255079248,0.0
solvent-diffusion limited,0.9,2,3.9039593724313146,3.9038346288637644,0.00012474356755021176,5.99274737730458e-09,0.01362935199858839,0.0
solvent-diffusion limited,0.9,3,3.903959373352814,3.9037800659703725,0.0001793073824414293,6.431911405140136e-09,0.01965860098715666,0.0
solvent-diffusion limited,0.9,4,3.9039593724263195,3.903729312134079,0.000230060292240708,6.84290159299177e-09,0.025301053502062132,0.0
solvent-diffusion limited,0.9,5,3.9039593714681065,3.903681702767072,0.00027766870103462793,7.2306246665450224e-09,0.030624073603689794,0.0
solvent-diffusion limited,0.9,6,3.903959370503246,3.9036367619823067,0.0003226085209391272,7.598592934392122e-09,0.03567588150387735,0.0
solvent-diffusion limited,0.9,7,3.9039593718044574,3.9035941230239715,0.00036524878048593834,7.949489375674055e-09,0.040493311618760686,0.0
solvent-diffusion limited,0.9,8,3.9039593711403953,3.9035534802525373,0.00040589088785791816,8.285544674418625e-09,0.045106988966097106,0.0
solvent-diffusion limited,0.9,9,3.9039593704771525,3.903514610796946,0.00044475968020663004,8.608528796331518e-09,0.04954121286127133,0.0
solvent-diffusion limited,0.9,10,3.9039593698053032,3.903477320559229,0.00048204924607420097,8.91973558593698e-09,0.0538137468261084,0.0
solvent-diffusion limited,0.9,11,3.9039593709615126,3.903441440248211,0.0005179307133014177,9.220468705823222e-09,0.05794248856868478,0.0
solvent-diffusion limited,0.9,12,3.903959370458286,3.9034068236973094,0.0005525467609763801,9.511836239422981e-09,0.06194265090920226,0.0
solvent-diffusion limited,0.9,13,3.903959369957067,3.903373379974048,0.000585989983019175,9.794447943174984e-09,0.06582260513629024,0.0
solvent-diffusion limited,0.9,14,3.903959369436471,3.9033409983750054,0.0006183710614657834,1.0069171411670088e-08,0.06959426239178867,0.0
solvent-diffusion limited,0.9,15,3.9039593689425773,3.9033096155966893,0.0006497533458880156,1.0336424829987794e-08,0.07326336391659538,0.0
solvent-diffusion limited,0.9,16,3.9039593684551166,3.903279103055678,0.00068026539943844,1.059723367662144e-08,0.07684398838519257,0.0
solvent-diffusion limited,0.9,17,3.903959369646493,3.9032494718963715,0.0007098977501214243,1.08514181002103e-08,0.080333666681625,0.0
solvent-diffusion limited,0.9,18,3.9039593692440713,3.9032205828663935,0.0007387863776777692,1.1100119188708555e-08,0.08374806470584417,0.0
solvent-diffusion limited,0.9,19,3.9039593688377963,3.903192439626384,0.0007669292114123039,1.1343208704953217e-08,0.08708542187611101,0.0
solvent-diffusion limited,0.9,20,3.903959368432809,3.903164971627861,0.0007943968049479722,1.1581262034220168e-08,0.09035363763764792,0.0
solvent-diffusion limited,0.9,21,3.903959368028094,3.9031381677950048,0.000821200233089403,1.1814339597677593e-08,0.09355354145031924,0.0
solvent-diffusion limited,0.9,22,3.9039593676457107,3.9031119407865376,0.0008474268591731615,1.2043135774317366e-08,0.09669466647170566,0.0
solvent-diffusion limited,0.9,23,3.903959368758956,3.903086290043288,0.0008730787156681075,1.2267590033397102e-08,0.09977618164700175,0.0
solvent-diffusion limited,0.9,24,3.903959368419624,3.903061177562063,0.0008981908575611541,1.2488013548421878e-08,0.10280235903807977,0.0
solvent-diffusion limited,0.9,25,3.9039593680766522,3.903036583686398,0.0009227843902541721,1.2704532501034709e-08,0.10577493101263258,0.0
solvent-diffusion limited,0.9,26,3.903959367760199,3.9030124744091195,0.0009468933510796695,1.2917436291704643e-08,0.10869787068611458,0.0
solvent-diffusion limited,0.9,27,3.9039593674255255,3.9029888154494343,0.000970551976091194,1.3126958052392851e-08,0.11157437869678688,0.0
solvent-diffusion limited,0.9,28,3.9039593671050623,3.902965585484718,0.0009937816203442473,1.3333264131555489e-08,0.11440673892319353,0.0
solvent-diffusion limited,0.9,29,3.903959366767566,3.902942790276021,0.0010165764915450737,1.3536308488955966e-08,0.11719431919165402,0.0
solvent-diffusion limited,0.9,30,3.9039593664270544,3.902920411847367,0.001038954579687612,1.3736142950213042e-08,0.11993783105322109,0.0
solvent-diffusion limited,0.9,31,3.9039593675604234,3.9028983914755795,0.001060976084843901,1.3933378226295762e-08,0.12264565891454993,0.0
solvent-diffusion limited,0.9,32,3.903959367278498,3.902876737691746,0.001082629586751871,1.4127804958683012e-08,0.1253149284873274,0.0
solvent-diffusion limited,0.9,33,3.903959366991638,3.9028554439207745,0.0011039230708633774,1.4319496738184813e-08,0.1279466500779165,0.0
solvent-diffusion limited,0.9,34,3.9039593667216916,3.9028344506447405,0.001124916076951088,1.4508991110268465e-08,0.1305482036620731,0.0
solvent-diffusion limited,0.9,35,3.903959366439153,3.9028138064723974,0.0011455599667558047,1.4695862636740078e-08,0.1331137484173155,0.0
solvent-diffusion limited,0.9,36,3.9039593661554095,3.902793465535895,0.0011659006195143817,1.4880402163912779e-08,0.13564727729279014,0.0
solvent-diffusion limited,0.9,37,3.9039593658721556,3.902773463115835,0.0011859027563208002,1.5062326694721164e-08,0.13814490511450117,0.0
solvent-diffusion limited,0.9,38,3.90395936559059,3.902753746343437,0.0012056192471532334,1.5242132011268206e-08,0.1406134383768176,0.0
solvent-diffusion limited,0.9,39,3.9039593666775,3.9027342597907184,0.0012251068867814574,1.542023817833703e-08,0.14305864420205694,0.0
solvent-diffusion limited,0.9,40,3.903959366432214,3.9027150635924164,0.0012443028397974842,1.559610245057356e-08,0.14547307114260377,0.0
solvent-diffusion limited,0.9,41,3.9039593661843695,3.90269610843115,0.0012632577532194489,1.577015950888931e-08,0.14786268709963224,0.0
solvent-diffusion limited,0.9,42,3.9039593659409686,3.902677411521393,0.0012819544195754595,1.5942334214813894e-08,0.15022646028137387,0.0
solvent-diffusion limited,0.9,43,3.903959365689751,3.9026589847145092,0.001300380975241655,1.6112307307657525e-08,0.15256000773277378,0.0
solvent-diffusion limited,0.9,44,3.9039593654568403,3.9026407732965955,0.0013185921602447692,1.62807033508023e-08,0.15487190398030748,0.0
solvent-diffusion limited,0.9,45,3.9039593651967737,3.90262277189819,0.0013365932985838214,1.644757037954618e-08,0.1571628085343093,0.0
solvent-diffusion limited,0.9,46,3.9039593649533995,3.9026050272826565,0.001354337670743,1.661245208500105e-08,0.15942645666565625,0.0
solvent-diffusion limited,0.9,47,3.903959364717262,3.902587453737965,0.0013719109792971196,1.677606776175002e-08,0.1616727236845179,0.0
solvent-diffusion limited,0.9,48,3.9039593657664526,3.902570083702121,0.0013892820643315318,1.6938084207041414e-08,0.16389703489244312,0.0
solvent-diffusion limited,0.9,49,3.9039593655597917,3.9025530059189197,0.0014063596408719903,1.709782084528258e-08,0.1660900468826867,0.0
solvent-diffusion limited,0.9,50,3.9039593653244262,3.9025360091238874,0.0014233562005387945,1.7257070390010566e-08,0.1682763715134854,0.0
solvent-diffusion limited,0.9,51,3.9039593651196425,3.902519270825116,0.0014400942945265172,1.7414286969172112e-08,0.17043478576596272,0.0
solvent-diffusion limited,0.9,52,3.903959364899312,3.9025026925887607,0.0014566723105513546,1.7570337837814637e-08,0.1725771961483673,0.0
solvent-diffusion limited,0.9,53,3.903959364689668,3.9024862994586114,0.001473065231056836,1.772485149617554e-08,0.17469850211938365,0.0
solvent-diffusion limited,0.9,54,3.9039593644687436,3.902470037136647,0.0014893273320963907,1.7878571278742575e-08,0.17680890916361136,0.0
solvent-diffusion limited,0.9,55,3.903959364246664,3.9024540352257886,0.0015053290208753012,1.8030103797967855e-08,0.17888928740867982,0.0
solvent-diffusion limited,0.9,56,3.9039593640406522,3.9024381944351374,0.0015211696055148494,1.8180384653964186e-08,0.1809524816142556,0.0
solvent-diffusion limited,0.9,57,3.903959363810179,3.90242243097254,0.0015369328376388935,1.8330232280432267e-08,0.18300972811745453,0.0
solvent-diffusion limited,0.9,58,3.903959364857489,3.9024068923964847,0.0015524724610043172,1.8478268335793524e-08,0.18504210367207463,0.0
solvent-diffusion limited,0.9,59,3.9039593640311168,3.902391474335869,0.0015678896952477928,1.862542059072388e-08,0.18706234556360357,0.0
solvent-diffusion limited,0.9,60,3.9039593645941135,3.902376225679798,0.0015831389143157182,1.8771213989068436e-08,0.1890639318835099,0.0
solvent-diffusion limited,0.9,61,3.903959370401317,3.902361095521962,0.001598274879355266,1.891623378350369e-08,0.19105489740724124,0.0
solvent-diffusion limited,0.9,62,3.903959370304273,3.902346152638608,0.0016132176656649122,1.905972917514775e-08,0.19302493449154667,0.0
solvent-diffusion limited,0.9,63,3.903959372251157,3.9023313158455712,0.0016280564055857205,1.920235288408048e-08,0.19498300440235994,0.0
solvent-diffusion limited,0.9,64,3.9039593721949952,3.902316620209545,0.0016427519854502748,1.9344040580224448e-08,0.19692822380491748,0.0
solvent-diffusion limited,0.9,65,3.903959372124662,3.9023020951062164,0.0016572770184457575,1.9484234347470146e-08,0.198852933205643,0.0
solvent-diffusion limited,0.9,66,3.9039593720648393,3.9022876376289917,0.0016717344358476716,1.9624112461748808e-08,0.20077330900782897,0.0
solvent-diffusion limited,0.9,67,3.9039593719985657,3.9022733780950203,0.001685993903545402,1.9762338376244263e-08,0.20267100193720466,0.0
solvent-diffusion limited,0.9,68,3.903959371929481,3.9022591955313857,0.0017001763980952767,1.9899961783829318e-08,0.20456042300386912,0.0
solvent-diffusion limited,0.9,69,3.9039593718681487,3.902245113316537,0.0017142585516118913,2.003689085896598e-08,0.20644031174329314,0.0
solvent-diffusion limited,0.9,70,3.9039593718044574,3.9022312250238427,0.0017281467806147255,2.0172273076316743e-08,0.2082989636585637,0.0
solvent-diffusion limited,0.9,71,3.9039593717406467,3.9022173795722117,0.0017419921684349582,2.030739197698229e-08,0.21015400064202083,0.0
solvent-diffusion limited,0.9,72,3.9039593716738885,3.9022036967740013,0.0017556748998872607,2.0441213017059934e-08,0.21199121930887088,0.0
solvent-diffusion limited,0.9,73,3.9039593715961782,3.9021901347578565,0.0017692368383217527,2.057405983532814e-08,0.21381506303607978,0.0
solvent-diffusion limited,0.9,74,3.9039593715355023,3.9021766717012847,0.0017826998342176381,2.0706081408514884e-08,0.21562757699697954,0.0
solvent-diffusion limited,0.9,75,3.9039593714624994,3.902163306314355,0.0017960651481443435,2.0837544838107534e-08,0.21743242821374054,0.0
solvent-diffusion limited,0.9,76,3.903959371405114,3.9021500235390514,0.0018093478660627937,2.0968281890004735e-08,0.21922730713782812,0.0
solvent-diffusion limited,0.9,77,3.9039593713395995,3.90213689675787,0.0018224745817296828,2.1097719742359902e-08,0.2210043493319631,0.0
solvent-diffusion limited,0.9,78,3.9039593712699956,3.9021238679941446,0.0018355032758510248,2.1226431707174218e-08,0.22277142597516786,0.0
solvent-diffusion limited,0.9,79,3.9039593711955214,3.902110883460976,0.0018484877345454898,2.135494704164747e-08,0.22453580306176946,0.0
solvent-diffusion limited,0.9,80,3.9039593711403953,3.9020980548333517,0.001861316307043559,2.148215561089877e-08,0.22628223969832106,0.0
electron-migration limited,0.3,2,3.6970511525910736,3.6970470815772325,4.071013841144833e-06,5.278892316731215e-09,0.003828891068963003,0.0
electron-migration limited,0.3,3,3.6970511524697818,3.697045127894693,6.02457508858123e-06,5.412936931037103e-09,0.0056691792327967505,0.0
electron-migration limited,0.3,4,3.6970511523484113,3.6970432221849885,7.930163422820158e-06,5.5437366614940265e-09,0.0074649186250610455,0.0
electron-migration limited,0.3,5,3.697051152200165,3.697041361064554,9.791135611170176e-06,5.671515845807708e-09,0.009219189186069343,0.0
electron-migration limited,0.3,6,3.697051152039265,3.6970395417609807,1.1610278284113207e-05,5.796469211810078e-09,0.010934664289081297,0.0
electron-migration limited,0.3,7,3.6970511524331,3.6970377614458405,1.3390987259498388e-05,5.918784529221102e-09,0.012613921835793462,0.0
electron-migration limited,0.3,8,3.6970511523658365,3.6970360177871258,1.5134578710718216e-05,6.038621495422101e-09,0.01425915428484359,0.0
electron-migration limited,0.3,9,3.697051152298811,3.6970343083371535,1.684396165746449e-05,6.156144763229437e-09,0.01587262215682017,0.0
electron-migration limited,0.3,10,3.697051152222387,3.697032631741435,1.852048095196679e-05,6.271436910024915e-09,0.01745545913658475,0.0
electron-migration limited,0.3,11,3.6970511521400304,3.697030985642515,2.01664975154614e-05,6.384679749617791e-09,0.019010161325738295,0.0
electron-migration limited,0.3,12,3.6970511520686724,3.697029368933804,2.1783134868336163e-05,6.4959131107476614e-09,0.020537275558936585,0.0
electron-migration limited,0.3,13,3.6970511520046414,3.6970277798571076,2.337214753378447e-05,6.60529916272154e-09,0.022039028226245705,0.0
electron-migration limited,0.3,14,3.697051151912222,3.6970262170484935,2.4934863728454104e-05,6.712899958299563e-09,0.023516271230420216,0.0
electron-migration limited,0.3,15,3.697051152239651,3.6970246802721585,2.6471967492724957e-05,6.81873631840029e-09,0.024969290429581292,0.0
electron-migration limited,0.3,16,3.6970511521996774,3.6970231657106574,2.798648902002654e-05,6.923074991927632e-09,0.026401748012929716,0.0
electron-migration limited,0.3,17,3.6970511521494016,3.6970216759359733,2.947621342830331e-05,7.025729348882484e-09,0.027811081760418688,0.0
electron-migration limited,0.3,18,3.6970511520979836,3.6970202059576076,3.094614037602028e-05,7.1270568365679945e-09,0.029202198992905437,0.0
electron-migration limited,0.3,19,3.697051152040909,3.6970187588855143,3.23931553944945e-05,7.226820231694052e-09,0.030571842978474706,0.0
electron-migration limited,0.3,20,3.6970511519909657,3.6970173304163865,3.382157457920698e-05,7.325331474182221e-09,0.03192429618096071,0.0
electron-migration limited,0.3,21,3.6970511519429,3.6970159226838124,3.522925908772123e-05,7.422444900456333e-09,0.033257558961111044,0.0
electron-migration limited,0.3,22,3.6970511518748843,3.697014532923946,3.661895093820533e-05,7.518330688109455e-09,0.034573967540453054,0.0
electron-migration limited,0.3,23,3.6970511518073765,3.6970131608027974,3.799100457912985e-05,7.61304021536018e-09,0.035874227268550385,0.0
electron-migration limited,0.3,24,3.6970511517536466,3.697011805984599,3.9345769047738344e-05,7.706578453210006e-09,0.037158406486980766,0.0
electron-migration limited,0.3,25,3.697051152070492,3.6970104664405676,4.0685629924208655e-05,7.79904353865891e-09,0.03842785255058345,0.0
electron-migration limited,0.3,26,3.6970511520373606,3.697009145120184,4.200691717670679e-05,7.890328058344855e-09,0.039681090682549325,0.0
electron-migration limited,0.3,27,3.6970511520099154,3.697007837779511,4.3314230404600806e-05,7.980630400895132e-09,0.040920844566002756,0.0
electron-migration limited,0.3,28,3.697051151948979,3.6970065464519433,4.460549703555472e-05,8.069850567066382e-09,0.04214574134923055,0.0
electron-migration limited,0.3,29,3.6970511519172664,3.69700526966022,4.5882257046603314e-05,8.158119656098065e-09,0.043357580836911325,0.0
electron-migration limited,0.3,30,3.6970511518715834,3.697004005900342,4.714597124122477e-05,8.245501288005323e-09,0.044557236527936084,0.0
electron-migration limited,0.3,31,3.6970511518270537,3.6970027557768903,4.8396050163379556e-05,8.331933242698028e-09,0.04574385414908022,0.0
electron-migration limited,0.3,32,3.6970511517690454,3.6970015189823613,4.9632786684128405e-05,8.417465223751384e-09,0.0469181161311667,0.0
electron-migration limited,0.3,33,3.6970511517337155,3.697000294621845,5.085711187025055e-05,8.502165342616792e-09,0.048080957518294554,0.0
electron-migration limited,0.3,34,3.6970511516741453,3.6969990826648162,5.2069009329080984e-05,8.586051154226516e-09,0.049232619355294105,0.0
electron-migration limited,0.3,35,3.6970511516314595,3.6969978834542148,5.326817724471411e-05,8.669021191884986e-09,0.050371708567297446,0.0
electron-migration limited,0.3,36,3.6970511515904008,3.6969966952912605,5.445629914024863e-05,8.751282436269399e-09,0.051501066814594765,0.0
electron-migration limited,0.3,37,3.697051151534404,3.696995517327812,5.563420659182583e-05,8.832831220036003e-09,0.052620643798206856,0.0
electron-migration limited,0.3,38,3.6970511514849043,3.696994354546164,5.679693874016678e-05,8.913379680633153e-09,0.05372648743748698,0.0
electron-migration limited,0.3,39,3.6970511518494416,3.6969931997693415,5.795208010006547e-05,8.993378771862093e-09,0.054824788717454,0.0
electron-migration limited,0.3,40,3.697051151792907,3.6969920533069947,5.909848591256761e-05,9.07277481898345e-09,0.05591481100930196,0.0
electron-migration limited,0.3,41,3.6970511517737865,3.6969909191295285,6.023264425802921e-05,9.15140119753834e-09,0.056994266469928334,0.0
electron-migration limited,0.3,42,3.6970511517218556,3.696989795835433,6.135588642264267e-05,9.229260167910385e-09,0.0580631862291483,0.0
electron-migration limited,0.3,43,3.6970511516863196,3.6969886794631837,6.247222313593426e-05,9.306691993066517e-09,0.0591262416810423,0.0
electron-migration limited,0.3,44,3.697051151643631,3.696987573952132,6.357769149900605e-05,9.38332592080933e-09,0.060178343100517395,0.0
electron-migration limited,0.3,45,3.697051151611822,3.696986479197739,6.467241408270041e-05,9.45925794039412e-09,0.06122080793659279,0.0
electron-migration limited,0.3,46,3.6970511515651516,3.696985391205853,6.576035929883872e-05,9.534735404835793e-09,0.06225703216649947,0.0
electron-migration limited,0.3,47,3.6970511515182163,3.6969843131201534,6.683839806287395e-05,9.609540685108557e-09,0.06328402806538236,0.0
electron-migration limited,0.3,48,3.6970511514850424,3.6969832339655606,6.791751948176383e-05,9.683925670611105e-09,0.06430525558918987,0.0
electron-migration limited,0.3,49,3.6970511514372313,3.6969821803243654,6.897111286585655e-05,9.757570321494765e-09,0.06531631553690431,0.0
electron-migration limited,0.3,50,3.697051151399931,3.6969811263698613,7.002503006958705e-05,9.830708729019523e-09,0.06632042700989871,0.0
electron-migration limited,0.3,51,3.697051151353967,3.696980081473782,7.106988018490412e-05,9.903252379029964e-09,0.06731637329821183,0.0
electron-migration limited,0.3,52,3.697051151300804,3.696979042576464,7.210872434004756e-05,9.975435931411858e-09,0.06830737569598,0.0
electron-migration limited,0.3,53,3.697051151267667,3.6969780150646008,7.313620306614865e-05,1.0046780414975635e-08,0.06928685865918283,0.0
electron-migration limited,0.3,54,3.6970511512222046,3.696976991918897,7.415930330756382e-05,1.011786606337646e-08,0.07026278799543206,0.0
electron-migration limited,0.3,55,3.697051151178175,3.6969759782085916,7.517296958337027e-05,1.0188329256983934e-08,0.07123017167701562,0.0
electron-migration limited,0.3,56,3.6970511515294247,3.6969749679847244,7.618354470029232e-05,1.0258558269386746e-08,0.07219434036039729,0.0
electron-migration limited,0.3,57,3.697051151509798,3.696973967947256,7.718356254216019e-05,1.0328048851080404e-08,0.07314837117152706,0.0
electron-migration limited,0.3,58,3.697051151489246,3.696972974845081,7.817664416531755e-05,1.039710209845864e-08,0.07409639789126743,0.0
electron-migration limited,0.3,59,3.6970511514457574,3.696971986042706,7.916540305119568e-05,1.0465883285228253e-08,0.07504068949003795,0.0
electron-migration limited,0.3,60,3.697051151415961,3.6969710042916644,8.014712429682547e-05,1.0534123426872807e-08,0.07597755319822852,0.0
electron-migration limited,0.3,61,3.6970511513679822,3.69697003222939,8.111913859210063e-05,1.0601772269636974e-08,0.07690629893957635,0.0
electron-migration limited,0.3,62,3.697051151344798,3.6969690634591204,8.208788567776182e-05,1.0669220970562113e-08,0.07783229686749848,0.0
electron-migration limited,0.3,63,3.6970511524666727,3.696968102603498,8.304986317453356e-05,1.0736047046375677e-08,0.07874974692950332,0.0
electron-migration limited,0.3,64,3.6970511524670924,3.696967145804466,8.400666262620149e-05,1.0802644823807916e-08,0.07966406270681148,0.0
electron-migration limited,0.3,65,3.697051152439921,3.6969661951417048,8.495729821644815e-05,1.086883000117084e-08,0.08057271388059917,0.0
electron-migration limited,0.3,66,3.6970511524679477,3.696965251692713,8.590077523473738e-05,1.0934480238432265e-08,0.0814740209287379,0.0
electron-migration limited,0.3,67,3.6970511524488243,3.6969643152888247,8.683715999957542e-05,1.0999742861650486e-08,0.08237000643913461,0.0
electron-migration limited,0.3,68,3.6970511524502054,3.6969633842622898,8.776818791567109e-05,1.1064562393585138e-08,0.08325990878987,0.0
electron-migration limited,0.3,69,3.697051152433664,3.6969624599341326,8.869249953136205e-05,1.112899365910853e-08,0.08414448067534863,0.0
electron-migration limited,0.3,70,3.6970511524331,3.696961536425299,8.96160078012187e-05,1.1193310118466252e-08,0.08502747636562447,0.0
electron-migration limited,0.3,71,3.697051152430755,3.6969606206063985,9.053182435669882e-05,1.1257135738583513e-08,0.08590373334271817,0.0
electron-migration limited,0.3,72,3.6970511524141685,3.6969597086754478,9.144373872072009e-05,1.1320703483904768e-08,0.08677645006480361,0.0
electron-migration limited,0.3,73,3.6970511524236054,3.69695880571233,9.234671127522631e-05,1.1383669461834955e-08,0.08764090513854228,0.0
electron-migration limited,0.3,74,3.697051152397771,3.6969579056727273,9.324672504362752e-05,1.1446372961944272e-08,0.08850175663647519,0.0
electron-migration limited,0.3,75,3.6970511524044616,3.6969570122497455,9.41401547160936e-05,1.1508725126051945e-08,0.08935778461733435,0.0
electron-migration limited,0.3,76,3.6970511523866625,3.696956122865978,9.502952068451975e-05,1.1570746467139014e-08,0.09020927085003905,0.0
electron-migration limited,0.3,77,3.6970511523800758,3.696955239198571,9.591318150459216e-05,1.1632385174556808e-08,0.0910555039196339,0.0
electron-migration limited,0.3,78,3.697051152372677,3.696954355375917,9.679699675979592e-05,1.1693984288414499e-08,0.09190119334671465,0.0
electron-migration limited,0.3,79,3.6970511523825857,3.6969534817273355,9.76706552502371e-05,1.1754958778981735e-08,0.09273830747774525,0.0
electron-migration limited,0.3,80,3.6970511523658365,3.6969526125520904,9.853981374607912e-05,1.1815606600455356e-08,0.09357093660895544,0.0
electron-migration limited,0.9,2,3.9039594154980994,3.90391506973818,4.434575991929535e-05,5.351209987192008e-09,0.004821734747991968,0.0
electron-migration limited,0.9,3,3.903959414904124,3.9038940585365873,6.535636753657315e-05,5.518399991063708e-09,0.00711707338132328,0.0
electron-migration limited,0.9,4,3.9039594143031806,3.903873716632998,8.569767018240526e-05,5.6806469443925985e-09,0.009344549247117584,0.0
electron-migration limited,0.9,5,3.903959413716892,3.90385398533702,0.00010542837987159714,5.838379506196553e-09,0.011510047377328192,0.0
electron-migration limited,0.9,6,3.9039594131412936,3.9038348210227864,0.00012459211850712748,5.991934564435889e-09,0.013618192904857551,0.0
electron-migration limited,0.9,7,3.9039594145292673,3.9038161726676233,0.00014324186164405006,6.1416727634669425e-09,0.0156739370537764,0.0
electron-migration limited,0.9,8,3.903959414193004,3.9037980141059263,0.0001614000870775456,6.2877843965970994e-09,0.017679892366189165,0.0
electron-migration limited,0.9,9,3.9039594138751745,3.9037803013926977,0.00017911248247681755,6.430608979641563e-09,0.019640720016923296,0.0
electron-migration limited,0.9,10,3.9039594135518954,3.9037630115713498,0.00019640198054560187,6.570296139662076e-09,0.021558474219887103,0.0
electron-migration limited,0.9,11,3.9039594132350945,3.9037461196873657,0.00021329354772881004,6.707050636173316e-09,0.02343596611609655,0.0
electron-migration limited,0.9,12,3.9039594129068362,3.903729588573805,0.0002298243330312033,6.8411281319006084e-09,0.02527670569207885,0.0
electron-migration limited,0.9,13,3.9039594125986916,3.9037134141165266,0.00024599848216499964,6.97256619113083e-09,0.027081208626967168,0.0
electron-migration limited,0.9,14,3.9039594122966412,3.903697568220945,0.0002618440756960716,7.101577186010013e-09,0.028852390611348255,0.0
electron-migration limited,0.9,15,3.9039594135181654,3.9036820369508103,0.0002773765673551587,7.228253600529621e-09,0.030591521285657564,0.0
electron-migration limited,0.9,16,3.9039594132973754,3.90366679306596,0.00029262023141551907,7.3528059781357874e-09,0.03230149124178183,0.0
electron-migration limited,0.9,17,3.903959413076304,3.9036518440545214,0.00030756902178241674,7.475166406603374e-09,0.03398136808466745,0.0
electron-migration limited,0.9,18,3.903959412867451,3.9036371439755406,0.0003222688919102268,7.59569988669932e-09,0.035636162908758706,0.0
electron-migration limited,0.9,19,3.903959412648387,3.9036227164115282,0.0003366962368587245,7.714195500488766e-09,0.037262980036942395,0.0
electron-migration limited,0.9,20,3.903959412441652,3.903608518400146,0.0003508940415057893,7.830994298120967e-09,0.038866501690137056,0.0
electron-migration limited,0.9,21,3.9039594122371657,3.9035945657699873,0.0003648464671783813,7.94599001270217e-09,0.04044526895822287,0.0
