SEI Model,Multiplier,Param Value,Initial SOC,Days,Voltage Before (V),Voltage After (V),Delta V (V),SEI Thickness (m),Loss of Lithium Inventory (%)
solvent-diffusion limited,1.0,2.5e-22,0.9,71,3.9039593717406467,3.9022173795722117,0.0017419921684349582,2.030739197698229e-08,0.21015400064202083
solvent-diffusion limited,1.0,2.5e-22,0.9,72,3.9039593716738885,3.9022036967740013,0.0017556748998872607,2.0441213017059934e-08,0.21199121930887088
solvent-diffusion limited,1.0,2.5e-22,0.9,73,3.9039593715961782,3.9021901347578565,0.0017692368383217527,2.057405983532814e-08,0.21381506303607978
solvent-diffusion limited,1.0,2.5e-22,0.9,74,3.9039593715355023,3.9021766717012847,0.0017826998342176381,2.0706081408514884e-08,0.21562757699697954
solvent-diffusion limited,1.0,2.5e-22,0.9,75,3.9039593714624994,3.902163306314355,0.0017960651481443435,2.0837544838107534e-08,0.21743242821374054
solvent-diffusion limited,1.0,2.5e-22,0.9,76,3.903959371405114,3.9021500235390514,0.0018093478660627937,2.0968281890004735e-08,0.21922730713782812
solvent-diffusion limited,1.0,2.5e-22,0.9,77,3.9039593713395995,3.90213689675787,0.0018224745817296828,2.1097719742359902e-08,0.2210043493319631
solvent-diffusion limited,1.0,2.5e-22,0.9,78,3.9039593712699956,3.9021238679941446,0.0018355032758510248,2.1226431707174218e-08,0.22277142597516786
solvent-diffusion limited,1.0,2.5e-22,0.9,79,3.9039593711955214,3.902110883460976,0.0018484877345454898,2.135494704164747e-08,0.22453580306176946
solvent-diffusion limited,1.0,2.5e-22,0.9,80,3.9039593711403953,3.9020980548333517,0.001861316307043559,2.148215561089877e-08,0.22628223969832106
solvent-diffusion limited,10.0,2.5e-21,0.9,2,3.903958815926152,3.9031643341614606,0.0007944817646912128,1.158122978522174e-08,0.09035319510986994
solvent-diffusion limited,10.0,2.5e-21,0.9,3,3.9039588154544207,3.902919921858496,0.0010388935959246837,1.3736265844646074e-08,0.1199395186213792
solvent-diffusion limited,10.0,2.5e-21,0.9,4,3.9039588150313795,3.902714686023021,0.0012441290083584633,1.5596257113535964e-08,0.14547519499917883
solvent-diffusion limited,10.0,2.5e-21,0.9,5,3.903958814681806,3.9025357231710927,0.0014230915107131814,1.725727522104528e-08,0.16827918422796984
solvent-diffusion limited,10.0,2.5e-21,0.9,6,3.903958814383121,3.902376050783528,0.0015827635995933065,1.877114501128106e-08,0.1890629855724626
solvent-diffusion limited,10.0,2.5e-21,0.9,7,3.9039588141180546,3.9022310882738998,0.001727725844154815,2.017244843857396e-08,0.20830137201724597
solvent-diffusion limited,10.0,2.5e-21,0.9,8,3.9039588138784866,3.902097991683399,0.0018608221950877635,2.1482227592759063e-08,0.2262832288068637
solvent-diffusion limited,10.0,2.5e-21,0.9,9,3.9039588128857776,3.901974630362978,0.001984182522799749,2.2716577720266342e-08,0.24322952630242867
solvent-diffusion limited,10.0,2.5e-21,0.9,10,3.9039588127519127,3.901859423341403,0.002099389410509911,2.388745528942838e-08,0.2593044139498204
solvent-diffusion limited,10.0,2.5e-21,0.9,11,3.9039588126404245,3.901751244168457,0.0022075684719675692,2.5003222989940025e-08,0.27462270248176424
solvent-diffusion limited,10.0,2.5e-21,0.9,12,3.9039588125337374,3.901649127104881,0.002309685428856234,2.607156569040093e-08,0.289289897367496
solvent-diffusion limited,10.0,2.5e-21,0.9,13,3.9039588116042854,3.9015523106256853,0.002406500978600068,2.709743148998014e-08,0.3033739291079769
solvent-diffusion limited,10.0,2.5e-21,0.9,14,3.9039588115737462,3.9014601419400847,0.002498669633661521,2.8086836287300175e-08,0.31695739110176646
solvent-diffusion limited,10.0,2.5e-21,0.9,15,3.903958810626241,3.90137227346405,0.0025865371621911493,2.90416375268014e-08,0.33006578351836424
solvent-diffusion limited,10.0,2.5e-21,0.9,16,3.9039588106555145,3.901288151369884,0.0026706592856307054,2.9966503285742756e-08,0.34276319403281263
solvent-diffusion limited,10.0,2.5e-21,0.9,17,3.903958809717203,3.901207416688132,0.0027513930290710142,3.086419390349804e-08,0.35508751915315884
solvent-diffusion limited,10.0,2.5e-21,0.9,18,3.903958809794063,3.9011298931178144,0.0028289166762487383,3.17356188129888e-08,0.36705124436211634
solvent-diffusion limited,10.0,2.5e-21,0.9,19,3.9039588088719683,3.901055245918114,0.0029035629538545216,3.2583607322076813e-08,0.37869321307542236
solvent-diffusion limited,10.0,2.5e-21,0.9,20,3.903958808997123,3.900983175116788,0.00297563388033506,3.3410705819571705e-08,0.3900483844181224
solvent-diffusion limited,10.0,2.5e-21,0.9,21,3.903958808096999,3.900913543058457,0.0030452650385419666,3.421775856816833e-08,0.4011283492293103
solvent-diffusion limited,10.0,2.5e-21,0.9,22,3.9039588082662044,3.9008462649033686,0.00311254336283584,3.5005067832849115e-08,0.4119372572594955
solvent-diffusion limited,10.0,2.5e-21,0.9,23,3.9039588073796816,3.90078092799519,0.0031778793844914333,3.5776840747877985e-08,0.4225328679539615
solvent-diffusion limited,10.0,2.5e-21,0.9,24,3.9039588075744245,3.9007176110662214,0.0032411965082030925,3.6531593485401804e-08,0.4328948099498007
solvent-diffusion limited,10.0,2.5e-21,0.9,25,3.9039588067272266,3.9006561339102666,0.0033026728169600617,3.727093391792169e-08,0.4430451575933887
solvent-diffusion limited,10.0,2.5e-21,0.9,26,3.9039588058388746,3.9005963626091336,0.0033624432297409967,3.799599766146473e-08,0.45299950168694636
solvent-diffusion limited,10.0,2.5e-21,0.9,27,3.903958806094579,3.9005381399238663,0.003420666170712572,3.8708262610858445e-08,0.4627781321235318
solvent-diffusion limited,10.0,2.5e-21,0.9,28,3.903958805242988,3.9004815834996505,0.003477221743337644,3.940589280173257e-08,0.47235584309294154
solvent-diffusion limited,10.0,2.5e-21,0.9,29,3.9039588043808413,3.9004263946853945,0.00353240969544677,4.0092173038935714e-08,0.4817777314008538
solvent-diffusion limited,10.0,2.5e-21,0.9,30,3.903958804721719,3.900372533304787,0.0035862714169319077,4.076721188503524e-08,0.49104528756407717
solvent-diffusion limited,10.0,2.5e-21,0.9,31,3.9039588038804403,3.9003200024942926,0.003638801386147694,4.1430696182243974e-08,0.5001542121870557
solvent-diffusion limited,10.0,2.5e-21,0.9,32,3.903958803015793,3.900268676487422,0.003690126528370641,4.208393757428958e-08,0.5091225127876982
solvent-diffusion limited,10.0,2.5e-21,0.9,33,3.9039588024221406,3.900218530631747,0.003740271790393379,4.2726823633033537e-08,0.5179486457753626
solvent-diffusion limited,10.0,2.5e-21,0.9,34,3.9039588024221406,3.900169353273992,0.003789449148148716,4.3361962966012075e-08,0.5266684245935664
solvent-diffusion limited,10.0,2.5e-21,0.9,35,3.9039588024221406,3.900121468809834,0.003837333612306537,4.3984846783958854e-08,0.5352199483859579
solvent-diffusion limited,10.0,2.5e-21,0.9,36,3.9039588024221406,3.9000746559369213,0.0038841464852192864,4.4597995941110265e-08,0.5436378257379602
solvent-diffusion limited,10.0,2.5e-21,0.9,37,3.9039588024221406,3.900028540989024,0.003930261433116478,4.520627980871674e-08,0.5519889079472335
solvent-diffusion limited,10.0,2.5e-21,0.9,38,3.9039588024221406,3.8999832097070497,0.003975592715090848,4.580823622272266e-08,0.5602531210247719
solvent-diffusion limited,10.0,2.5e-21,0.9,39,3.9039588024221406,3.8999391237878234,0.004019678634317181,4.639755370201086e-08,0.5683438151714597
solvent-diffusion limited,10.0,2.5e-21,0.9,40,3.9039588024221406,3.899895515692693,0.004063286729447668,4.6984349139704996e-08,0.5763998843831359
solvent-diffusion limited,10.0,2.5e-21,0.9,41,3.9039588024221406,3.8998527282919584,0.004106074130182158,4.756379443397996e-08,0.5843550439720957
solvent-diffusion limited,10.0,2.5e-21,0.9,42,3.9039588024221406,3.899810936625807,0.0041478657963334165,4.813338293370364e-08,0.5921748804757101
solvent-diffusion limited,10.0,2.5e-21,0.9,43,3.9039588024221406,3.8997699397957355,0.004188862626405054,4.869563710592288e-08,0.599894024570844
solvent-diffusion limited,10.0,2.5e-21,0.9,44,3.9039588024221406,3.8997294578811856,0.004229344540954916,4.925425027743764e-08,0.6075631815929228
solvent-diffusion limited,10.0,2.5e-21,0.9,45,3.9039588024221406,3.899689781301528,0.0042690211206126705,4.9805109658817356e-08,0.6151258874650267
solvent-diffusion limited,10.0,2.5e-21,0.9,46,3.9039588024221406,3.899650827787366,0.004307974634774503,5.034917535459513e-08,0.6225953233840755
solvent-diffusion limited,10.0,2.5e-21,0.9,47,3.9039588024221406,3.8996124001480434,0.004346402274097105,5.088898734405546e-08,0.6300063604159334
solvent-diffusion limited,10.0,2.5e-21,0.9,48,3.9039588024221406,3.899574797683873,0.0043840047382675,5.142032968858327e-08,0.6373011183642632
solvent-diffusion limited,10.0,2.5e-21,0.9,49,3.9039588024221406,3.8995375734002997,0.0044212290218408334,5.1949345953315364e-08,0.6445639418130042
solvent-diffusion limited,10.0,2.5e-21,0.9,50,3.9039588024221406,3.8995010576443314,0.004457744777809136,5.2471223449940066e-08,0.6517287576334354
solvent-diffusion limited,10.0,2.5e-21,0.9,51,3.9039588024221406,3.8994649833754282,0.004493819046712311,5.2989679739996934e-08,0.6588466039280405
solvent-diffusion limited,10.0,2.5e-21,0.9,52,3.9039588024221406,3.8994294804797973,0.004529321942343234,5.3502742491950744e-08,0.6658904028028871
solvent-diffusion limited,10.0,2.5e-21,0.9,53,3.9039588024221406,3.8993945882171115,0.00456421420502906,5.4009752314893384e-08,0.6728511014508598
solvent-diffusion limited,10.0,2.5e-21,0.9,54,3.9039588024221406,3.899360191921676,0.004598610500464506,5.45121883993146e-08,0.6797490076310453
solvent-diffusion limited,10.0,2.5e-21,0.9,55,3.9039588024221406,3.899326217004801,0.004632585417339463,5.5011177912866143e-08,0.6865995960668556
solvent-diffusion limited,10.0,2.5e-21,0.9,56,3.9039588024221406,3.8992927577328036,0.004666044689336957,5.550510818258582e-08,0.6933807265985479
solvent-diffusion limited,10.0,2.5e-21,0.9,57,3.9039588024221406,3.899259968068962,0.004698834353178416,5.599173891058344e-08,0.7000616422069612
solvent-diffusion limited,10.0,2.5e-21,0.9,58,3.9039588024221406,3.8992272519537803,0.004731550468360268,5.647972933338686e-08,0.706761224999326
solvent-diffusion limited,10.0,2.5e-21,0.9,59,3.9039588024221406,3.8991951787243226,0.004763623697817909,5.696051545866443e-08,0.7133619005885379
solvent-diffusion limited,10.0,2.5e-21,0.9,60,3.9039588024221406,3.899163509155608,0.0047952932665324965,5.7437737714831135e-08,0.7199136480277559
solvent-diffusion limited,10.0,2.5e-21,0.9,61,3.9039588024221406,3.899132252102875,0.00482655031926571,5.791086252371505e-08,0.7264091419691283
solvent-diffusion limited,10.0,2.5e-21,0.9,62,3.9039588024221406,3.8991014834641513,0.004857318957989243,5.83790225594041e-08,0.7328364749340324
solvent-diffusion limited,10.0,2.5e-21,0.9,63,3.9039588024221406,3.899070954720206,0.004887847701934511,5.8845833440114606e-08,0.7392452853939346
solvent-diffusion limited,10.0,2.5e-21,0.9,64,3.9039588024221406,3.8990409635809753,0.004917838841165256,5.9306598759957676e-08,0.7455710968545617
solvent-diffusion limited,10.0,2.5e-21,0.9,65,3.9039588024221406,3.8990111724493124,0.00494762997282816,5.976638190363096e-08,0.7518834240658805
solvent-diffusion limited,10.0,2.5e-21,0.9,66,3.9039588024221406,3.8989818899170805,0.004976912505060049,6.022053156028237e-08,0.7581184096326581
solvent-diffusion limited,10.0,2.5e-21,0.9,67,3.9039588024221406,3.898953006873901,0.005005795548239433,6.067047175455807e-08,0.7642956037248325
solvent-diffusion limited,10.0,2.5e-21,0.9,68,3.9039588024221406,3.898924421493482,0.005034380928658599,6.111776367948692e-08,0.7704364399796759
solvent-diffusion limited,10.0,2.5e-21,0.9,69,3.9039588024221406,3.8988960252470077,0.0050627771751328154,6.156434747949886e-08,0.7765675545040835
solvent-diffusion limited,10.0,2.5e-21,0.9,70,3.9039588024221406,3.8988683220568587,0.005090480365281813,6.200182303216949e-08,0.7825736224986031
solvent-diffusion limited,10.0,2.5e-21,0.9,71,3.9039588024221406,3.898840639694413,0.005118162727727693,6.244099005993882e-08,0.7886029127179057
solvent-diffusion limited,10.0,2.5e-21,0.9,72,3.9039588024221406,3.898813213909671,0.005145588512469601,6.287792671369973e-08,0.7946015822209063
solvent-diffusion limited,10.0,2.5e-21,0.9,73,3.9039588024221406,3.898786196944525,0.005172605477615555,6.33102873788111e-08,0.8005374283690685
solvent-diffusion limited,10.0,2.5e-21,0.9,74,3.9039588024221406,3.8987595514194218,0.0051992510027187855,6.373855489905865e-08,0.8064170800849837
solvent-diffusion limited,10.0,2.5e-21,0.9,75,3.9039588024221406,3.898733074556419,0.00522572786572173,6.416596418724108e-08,0.8122849490979149
solvent-diffusion limited,10.0,2.5e-21,0.9,76,3.9039588024221406,3.89870690937829,0.005251893043850764,6.459015721985967e-08,0.8181086624941116
solvent-diffusion limited,10.0,2.5e-21,0.9,77,3.9039588024221406,3.898681202069384,0.005277600352756373,6.50085630030724e-08,0.8238529231212652
solvent-diffusion limited,10.0,2.5e-21,0.9,78,3.9039588024221406,3.898655573653791,0.005303228768349655,6.542753277696209e-08,0.8296049267424337
solvent-diffusion limited,10.0,2.5e-21,0.9,79,3.9039588024221406,3.898630119435295,0.005328682986845745,6.584539074528971e-08,0.8353416665026714
solvent-diffusion limited,10.0,2.5e-21,0.9,80,3.9039588024221406,3.8986050908837724,0.005353711538368167,6.625786535708201e-08,0.8410044985622278
electron-migration limited,0.1,8.95e-15,0.9,2,3.903959437033747,3.9039548409486904,4.596085056540744e-06,5.03622900204784e-09,0.000497385143191309
electron-migration limited,0.1,8.95e-15,0.9,3,3.903959437033747,3.903952560183132,6.876850614734309e-06,5.054245654071462e-09,0.000744734350462295
electron-migration limited,0.1,8.95e-15,0.9,4,3.903959437033747,3.9039502876735854,9.14936016149781e-06,5.072197968634584e-09,0.0009912002778378337
electron-migration limited,0.1,8.95e-15,0.9,5,3.903959437033747,3.903948023346696,1.1413687051042842e-05,5.090086529349299e-09,0.0012367909361472584
electron-migration limited,0.1,8.95e-15,0.9,6,3.903959437033747,3.903945767985213,1.3669048533948569e-05,5.1079124800062906e-09,0.0014815220202990531
electron-migration limited,0.1,8.95e-15,0.9,7,3.903959437033747,3.903943521553673,1.591548007384702e-05,5.1256756079048166e-09,0.0017253906217433723
electron-migration limited,0.1,8.95e-15,0.9,8,3.903959437033747,3.903941282391452,1.815464229482089e-05,5.143377417417928e-09,0.0019684173766165713
electron-migration limited,0.1,8.95e-15,0.9,9,3.903959437033747,3.9039390540648924,2.038296885453761e-05,5.161018070869933e-09,0.0022106045228724724
electron-migration limited,0.1,8.95e-15,0.9,10,3.903959437033747,3.903936833281062,2.260375268514636e-05,5.178598977451055e-09,0.0024519714359598765
electron-migration limited,0.1,8.95e-15,0.9,11,3.903959437033747,3.9039346176830865,2.4819350660454376e-05,5.196119114287102e-09,0.002692504018540376
electron-migration limited,0.1,8.95e-15,0.9,12,3.903959437033747,3.9039324099690993,2.702706464763338e-05,5.213580266902995e-09,0.00293222682516614
electron-migration limited,0.1,8.95e-15,0.9,13,3.903959437033747,3.903930210508424,2.922652532300063e-05,5.230983725728835e-09,0.0031711575743145204
electron-migration limited,0.1,8.95e-15,0.9,14,3.903959437033747,3.9039280208374247,3.141619632218706e-05,5.248328090245826e-09,0.0034092769799372036
electron-migration limited,0.1,8.95e-15,0.9,15,3.903959437033747,3.903925838930416,3.359810333103397e-05,5.265615659523227e-09,0.003646616651082013
electron-migration limited,0.1,8.95e-15,0.9,16,3.903959437033747,3.903923665755525,3.57712782217412e-05,5.282846140517644e-09,0.0038831725996431032
electron-migration limited,0.1,8.95e-15,0.9,17,3.903959437033747,3.9039214990284146,3.79380053323608e-05,5.3000205172789355e-09,0.0041189582778144995
electron-migration limited,0.1,8.95e-15,0.9,18,3.903959437033747,3.9039193385817925,4.0098451954406755e-05,5.317138793443992e-09,0.004353973783622678
electron-migration limited,0.1,8.95e-15,0.9,19,3.903959437033747,3.903917186598325,4.2250435421831156e-05,5.33420209778805e-09,0.004588234519786738
electron-migration limited,0.1,8.95e-15,0.9,20,3.903959437033747,3.903915043653078,4.4393380668861226e-05,5.351210539345037e-09,0.004821742092815384
electron-migration limited,0.1,8.95e-15,0.9,21,3.903959437033747,3.903912906662947,4.653037079993538e-05,5.368163937444704e-09,0.005054493990584774
electron-migration limited,0.1,8.95e-15,0.9,22,3.903959437033747,3.9039107743816506,4.866265209635401e-05,5.385066321791156e-09,0.005286545493675021
electron-migration limited,0.1,8.95e-15,0.9,23,3.903959437033747,3.903908650015759,5.078701798799656e-05,5.401912392380491e-09,0.005517823877070782
electron-migration limited,0.1,8.95e-15,0.9,24,3.903959437033747,3.9039065365608154,5.2900472931494136e-05,5.4187103212018376e-09,0.005748441312221075
electron-migration limited,0.1,8.95e-15,0.9,25,3.903959437033747,3.9039044270219065,5.501001184038401e-05,5.4354522564233145e-09,0.005978290066437353
electron-migration limited,0.1,8.95e-15,0.9,26,3.903959437033747,3.9039023234525674,5.711358117954646e-05,5.4521426179456194e-09,0.006207430697628524
electron-migration limited,0.1,8.95e-15,0.9,27,3.903959437033747,3.90390022891407,5.9208119676856796e-05,5.468784123349809e-09,0.006435900648526172
electron-migration limited,0.1,8.95e-15,0.9,28,3.903959437033747,3.9038981407677733,6.129626597362048e-05,5.4853697607756376e-09,0.0066636035669205285
electron-migration limited,0.1,8.95e-15,0.9,29,3.903959437033747,3.9038960618471075,6.337518663945829e-05,5.501912876721267e-09,0.006890722729195886
electron-migration limited,0.1,8.95e-15,0.9,30,3.903959437033747,3.903893988339562,6.544869418512178e-05,5.518402409230148e-09,0.00711710620088013
electron-migration limited,0.1,8.95e-15,0.9,31,3.903959437033747,3.9038919213603185,6.751567342844211e-05,5.534841307649732e-09,0.0073427945745550005
electron-migration limited,0.1,8.95e-15,0.9,32,3.903959437033747,3.9038898591989826,6.957783476435608e-05,5.551231973314979e-09,0.007567820768485944
electron-migration limited,0.1,8.95e-15,0.9,33,3.903959437033747,3.903887806213164,7.163082058303516e-05,5.567573065894734e-09,0.007792166351435981
electron-migration limited,0.1,8.95e-15,0.9,34,3.903959437033747,3.9038857538666174,7.36831671295235e-05,5.583866903323179e-09,0.008015863169191562
electron-migration limited,0.1,8.95e-15,0.9,35,3.903959437033747,3.903883712969891,7.572406385580877e-05,5.600117745956805e-09,0.008238969719826628
electron-migration limited,0.1,8.95e-15,0.9,36,3.903959437033747,3.903881679096953,7.775793679387633e-05,5.616315008389844e-09,0.008461340619135171
electron-migration limited,0.1,8.95e-15,0.9,37,3.903959431199647,3.903879651367968,7.977983167917202e-05,5.632474681637556e-09,0.008683195548854883
electron-migration limited,0.1,8.95e-15,0.9,38,3.903959431142681,3.903877625306067,8.180583661410168e-05,5.6485767721934566e-09,0.008904259888936394
electron-migration limited,0.1,8.95e-15,0.9,39,3.903959431086514,3.903875613601505,8.381748500907449e-05,5.664643380005639e-09,0.009124837093793303
electron-migration limited,0.1,8.95e-15,0.9,40,3.9039594310311125,3.9038736036767423,8.582735437023814e-05,5.6806520879427255e-09,0.009344619414946465
electron-migration limited,0.1,8.95e-15,0.9,41,3.9039594309764443,3.9038715960816597,8.783489478458861e-05,5.696633722650399e-09,0.009564030019816983
electron-migration limited,0.1,8.95e-15,0.9,42,3.9039594309224825,3.903869597924965,8.983299751763596e-05,5.712547164753668e-09,0.009782504403659686
electron-migration limited,0.1,8.95e-15,0.9,43,3.9039594308692,3.9038676041936258,9.182667557405821e-05,5.728426810453612e-09,0.010000514832000817
electron-migration limited,0.1,8.95e-15,0.9,44,3.9039594308165677,3.9038656211272693,9.380968929839639e-05,5.744273154747274e-09,0.01021806807469261
electron-migration limited,0.1,8.95e-15,0.9,45,3.9039594307645644,3.9038636391655124,9.579159905204193e-05,5.760066311403748e-09,0.010434891020992154
electron-migration limited,0.1,8.95e-15,0.9,46,3.9039594307131655,3.903861668201336,9.776251182946893e-05,5.775810389005286e-09,0.01065104024728214
electron-migration limited,0.1,8.95e-15,0.9,47,3.9039594306623493,3.9038596962828915,9.973437945776098e-05,5.791516748441949e-09,0.010866671668850358
electron-migration limited,0.1,8.95e-15,0.9,48,3.9039594306120957,3.9038577359069135,0.00010169470518217594,5.807172076804558e-09,0.011081602438594018
electron-migration limited,0.1,8.95e-15,0.9,49,3.9039594305623844,3.903855777395171,0.00010365316721339113,5.822790989420818e-09,0.011296033243468173
electron-migration limited,0.1,8.95e-15,0.9,50,3.9039594305131957,3.903853831822866,0.00010559869032977787,5.83838888553979e-09,0.011510175540081491
electron-migration limited,0.1,8.95e-15,0.9,51,3.9039594304645133,3.9038518871732673,0.00010754329124607054,5.853908122303857e-09,0.011723237950917564
electron-migration limited,0.1,8.95e-15,0.9,52,3.9039594304163203,3.9038499404069555,0.0001094900093647766,5.869414046097642e-09,0.011936117550561676
electron-migration limited,0.1,8.95e-15,0.9,53,3.9039594303686,3.903848010126901,0.00011142024169874531,5.884866622225208e-09,0.01214826476838482
electron-migration limited,0.1,8.95e-15,0.9,54,3.903959430321337,3.9038460814738905,0.00011334884744673701,5.900278642316467e-09,0.012359855217368931
electron-migration limited,0.1,8.95e-15,0.9,55,3.9039594302745178,3.903844156035132,0.00011527423938595405,5.915654673309957e-09,0.012570951480498138
electron-migration limited,0.1,8.95e-15,0.9,56,3.903959430228128,3.9038422440189775,0.00011718620915068811,5.931001814188457e-09,0.012781651216769774
electron-migration limited,0.1,8.95e-15,0.9,57,3.9039594301821525,3.903840326987213,0.00011910319493946275,5.946303557913916e-09,0.012991727706307188
electron-migration limited,0.1,8.95e-15,0.9,58,3.903959430136582,3.9038384183235397,0.00012101181304213782,5.961553813358591e-09,0.013201097217375946
electron-migration limited,0.1,8.95e-15,0.9,59,3.9039594300914002,3.9038365196894973,0.00012291040190293145,5.976751889890938e-09,0.013409750416542465
electron-migration limited,0.1,8.95e-15,0.9,60,3.9039594300465987,3.9038346210604793,0.00012480898611944014,5.991947869113471e-09,0.013618374841200875
electron-migration limited,0.1,8.95e-15,0.9,61,3.903959430002166,3.903832728161648,0.00012670184051799538,6.007089707389468e-09,0.013826255977505753
electron-migration limited,0.1,8.95e-15,0.9,62,3.903959429958091,3.9038308472363887,0.0001285827217021307,6.022184319477476e-09,0.01403348877136068
electron-migration limited,0.1,8.95e-15,0.9,63,3.903959429914363,3.9038289610716266,0.00013046884273659742,6.037246374983929e-09,0.014240274450713741
electron-migration limited,0.1,8.95e-15,0.9,64,3.9039594298709717,3.903827088651379,0.0001323412195928242,6.052267822134662e-09,0.014446502733520106
electron-migration limited,0.1,8.95e-15,0.9,65,3.903959429827909,3.903825209981261,0.00013421984664763187,6.06727288698517e-09,0.014652506158228107
electron-migration limited,0.1,8.95e-15,0.9,66,3.9039594297851656,3.9038233454153213,0.00013608436984435812,6.082220790480183e-09,0.014857724680311435
electron-migration limited,0.1,8.95e-15,0.9,67,3.9039594297427342,3.90382148923863,0.00013794050410442793,6.097119864900977e-09,0.015062272986142489
electron-migration limited,0.1,8.95e-15,0.9,68,3.9039594297006026,3.9038196356645534,0.00013979403604924556,6.1120144211373185e-09,0.015266759138768293
electron-migration limited,0.1,8.95e-15,0.9,69,3.9039594296587676,3.903817781600514,0.00014164805825345184,6.126855199185075e-09,0.015470507114031307
electron-migration limited,0.1,8.95e-15,0.9,70,3.9039594296172173,3.9038159374195365,0.00014349219768083898,6.1416384473984394e-09,0.01567346511751566
electron-migration limited,0.1,8.95e-15,0.9,71,3.9039594295759468,3.903814096504506,0.000145333071440934,6.156409873388e-09,0.015876260893975314
electron-migration limited,0.1,8.95e-15,0.9,72,3.9039594295349485,3.9038122475650816,0.00014718196986684973,6.171168448490533e-09,0.016078880146196184
electron-migration limited,0.1,8.95e-15,0.9,73,3.903959429494215,3.9038104178754516,0.00014901161876323954,6.1858688628527046e-09,0.016280701035981338
electron-migration limited,0.1,8.95e-15,0.9,74,3.9039594294537387,3.9038085919619965,0.0001508374917422728,6.200526598185609e-09,0.016481936017697763
electron-migration limited,0.1,8.95e-15,0.9,75,3.9039594294135167,3.9038067768995606,0.00015265251395613078,6.2151503362479425e-09,0.01668270405903627
electron-migration limited,0.1,8.95e-15,0.9,76,3.90395942937354,3.903804956600281,0.00015447277325897346,6.22975461993765e-09,0.01688320515279429
electron-migration limited,0.1,8.95e-15,0.9,77,3.9039594293338027,3.903803144740751,0.0001562845930518364,6.244310398084699e-09,0.017083040330518884
electron-migration limited,0.1,8.95e-15,0.9,78,3.903959429294299,3.903801339177094,0.0001580901172051341,6.258841506338334e-09,0.017282536775340418
electron-migration limited,0.1,8.95e-15,0.9,79,3.9039594292550253,3.903799529661821,0.0001598995932043934,6.273335015341768e-09,0.01748151697756839
electron-migration limited,0.1,8.95e-15,0.9,80,3.9039594292159743,3.903797725998693,0.00016170321728115056,6.287804622497186e-09,0.017680169062401774
electron-migration limited,1.0,8.95e-14,0.9,2,3.9039594154980994,3.90391506973818,4.434575991929535e-05,5.351209987192008e-09,0.004821734747991968
electron-migration limited,1.0,8.95e-14,0.9,3,3.903959414904124,3.9038940585365873,6.535636753657315e-05,5.518399991063708e-09,0.00711707338132328
electron-migration limited,1.0,8.95e-14,0.9,4,3.9039594143031806,3.903873716632998,8.569767018240526e-05,5.6806469443925985e-09,0.009344549247117584
electron-migration limited,1.0,8.95e-14,0.9,5,3.903959413716892,3.90385398533702,0.00010542837987159714,5.838379506196553e-09,0.011510047377328192
electron-migration limited,1.0,8.95e-14,0.9,6,3.9039594131412936,3.9038348210227864,0.00012459211850712748,5.991934564435889e-09,0.013618192904857551
electron-migration limited,1.0,8.95e-14,0.9,7,3.9039594145292673,3.9038161726676233,0.00014324186164405006,6.1416727634669425e-09,0.0156739370537764
electron-migration limited,1.0,8.95e-14,0.9,8,3.903959414193004,3.9037980141059263,0.0001614000870775456,6.2877843965970994e-09,0.017679892366189165
electron-migration limited,1.0,8.95e-14,0.9,9,3.9039594138751745,3.9037803013926977,0.00017911248247681755,6.430608979641563e-09,0.019640720016923296
electron-migration limited,1.0,8.95e-14,0.9,10,3.9039594135518954,3.9037630115713498,0.00019640198054560187,6.570296139662076e-09,0.021558474219887103
electron-migration limited,1.0,8.95e-14,0.9,11,3.9039594132350945,3.9037461196873657,0.00021329354772881004,6.707050636173316e-09,0.02343596611609655
electron-migration limited,1.0,8.95e-14,0.9,12,3.9039594129068362,3.903729588573805,0.0002298243330312033,6.8411281319006084e-09,0.02527670569207885
electron-migration limited,1.0,8.95e-14,0.9,13,3.9039594125986916,3.9037134141165266,0.00024599848216499964,6.97256619113083e-09,0.027081208626967168
electron-migration limited,1.0,8.95e-14,0.9,14,3.9039594122966412,3.903697568220945,0.0002618440756960716,7.101577186010013e-09,0.028852390611348255
electron-migration limited,1.0,8.95e-14,0.9,15,3.9039594135181654,3.9036820369508103,0.0002773765673551587,7.228253600529621e-09,0.030591521285657564
electron-migration limited,1.0,8.95e-14,0.9,16,3.9039594132973754,3.90366679306596,0.00029262023141551907,7.3528059781357874e-09,0.03230149124178183
electron-migration limited,1.0,8.95e-14,0.9,17,3.903959413076304,3.9036518440545214,0.00030756902178241674,7.475166406603374e-09,0.03398136808466745
electron-migration limited,1.0,8.95e-14,0.9,18,3.903959412867451,3.9036371439755406,0.0003222688919102268,7.59569988669932e-09,0.035636162908758706
electron-migration limited,1.0,8.95e-14,0.9,19,3.903959412648387,3.9036227164115282,0.0003366962368587245,7.714195500488766e-09,0.037262980036942395
electron-migration limited,1.0,8.95e-14,0.9,20,3.903959412441652,3.903608518400146,0.0003508940415057893,7.830994298120967e-09,0.038866501690137056
electron-migration limited,1.0,8.95e-14,0.9,21,3.9039594122371657,3.9035945657699873,0.0003648464671783813,7.94599001270217e-09,0.04044526895822287
