Time (s),Voltage (V),Current (A),Cell Temperature,Thermocouple_2,Force,Current Shunt,CO2 from CAN (ppm),Humidity,Pressure,Status 1 ,Gas Temperature,Status 2,Thermal Conductivity,Temperature_T_type
864.999,0.019993447,0,70.66690644,63.66214188,8.700430061,-4.303740992,478,28.8,99.9,0,24.15625,0,1.123,74.10889154
865.099,0.019913713,0,70.67648574,63.68132369,8.697193363,-4.204120354,478,28.8,99.9,0,24.15625,0,1.123,74.1053289
865.199,0.019913713,0,70.64774782,63.68132369,8.719850248,-4.200135529,478,28.8,99.9,0,24.15625,0,1.123,74.09107811
865.299,0.01995358,0,70.64774782,63.6717328,8.703666759,-4.271862388,478,28.8,99.9,0,24.15625,0,1.123,74.09464084
865.399,0.01995358,0,70.64774782,63.66214188,8.719850248,-4.124423845,478,28.8,99.9,0,24.15625,0,1.123,74.09464084
865.499,0.019913713,0,70.64774782,63.6717328,8.703666759,-4.263892737,478,28.8,99.9,0,24.15625,0,1.123,74.09464084
865.599,0.019913713,0,70.60943044,63.63336894,8.693956665,-4.299756166,478,28.8,99.9,0,24.15625,0,1.123,74.08751536
865.699,0.019913713,0,70.62858915,63.64295995,8.681009874,-4.180211401,478,28.8,99.9,0,24.15625,0,1.123,74.08751536
865.799,0.019913713,0,70.62858915,63.64295995,8.697193363,-4.140363147,478,28.8,99.9,0,24.15625,0,1.123,74.08395258
865.899,0.019873847,0,70.62858915,63.64295995,8.674536478,-4.303740992,478,28.8,99.9,0,24.15625,0,1.123,74.09464084
865.999,0.01995358,0,70.63816849,63.64295995,8.713376852,-4.17224175,478,28.8,99.9,0,24.15625,0,1.123,74.08395258
866.099,0.019873847,0,70.60943044,63.64295995,8.681009874,-4.212090005,478,28.8,99.9,0,24.15625,0,1.123,74.08395258
866.199,0.019913713,0,70.62858915,63.6237779,8.710140155,-4.212090005,478,28.8,99.9,0,24.15625,0,1.123,74.06613838
866.299,0.01995358,0,70.60943044,63.64295995,8.664826385,-4.247953435,478,28.8,99.9,0,24.15625,0,1.123,74.06613838
866.399,0.019873847,0,70.59985106,63.64295995,8.677773176,-4.239983784,478,28.8,99.9,0,24.15625,0,1.123,74.06613838
866.499,0.019873847,0,70.60943044,63.64295995,8.723086946,-4.303740992,478,28.8,99.9,0,24.15625,0,1.123,74.06613838
866.599,0.019873847,0,70.60943044,63.64295995,8.723086946,-4.212090005,478,28.8,99.9,0,24.15625,0,1.123,74.06613838
866.699,0.019913713,0,70.62858915,63.61418684,8.67129978,-4.224044482,478,28.8,99.9,0,24.15625,0,1.123,74.06257547
866.799,0.019873847,0,70.60943044,63.61418684,8.700430061,-4.17224175,478,28.8,99.9,0,24.15625,0,1.123,74.05544958
866.899,0.019913713,0,70.60943044,63.63336894,8.664826385,-4.180211401,478,28.8,99.9,0,24.15625,0,1.123,74.06613838
866.999,0.019873847,0,70.60943044,63.6237779,8.758690622,-4.17224175,478,28.8,99.9,0,24.15625,0,1.123,74.05901254
867.099,0.01995358,0,70.60943044,63.61418684,8.713376852,-4.212090005,478,28.8,99.9,0,24.15625,0,1.123,74.05188661
867.199,0.019913713,0,70.57111287,63.59500462,8.736033737,-4.20810518,478,28.8,99.9,0,24.15625,0,1.123,74.05544958
867.299,0.01983398,0,70.59027168,63.58541347,8.681009874,-4.224044482,478,28.8,99.9,0,24.15625,0,1.123,74.05544958
867.399,0.019873847,0,70.57111287,63.63336894,8.693956665,-4.144347972,478,28.8,99.9,0,24.15625,0,1.123,74.04476059
867.499,0.01983398,0,70.55195402,63.60459574,8.693956665,-4.192165878,478,28.8,99.9,0,24.15625,0,1.123,74.03763449
867.599,0.019873847,0,70.58069228,63.61418684,8.710140155,-4.283816864,478,28.8,99.9,0,24.15625,0,1.123,74.04476059
867.699,0.019873847,0,70.58069228,63.60459574,8.693956665,-4.180211401,478,28.8,99.9,0,24.15625,0,1.123,74.04476059
867.799,0.019794114,0,70.55195402,63.61418684,8.700430061,-4.239983784,478,28.8,99.9,0,24.15625,0,1.123,74.03050829
867.899,0.019873847,0,70.56153345,63.61418684,8.668063083,-4.188181052,478,28.8,99.9,0,24.15625,0,1.123,74.03050829
867.999,0.019794114,0,70.58069228,63.59500462,8.668063083,-4.20810518,478,28.8,99.9,0,24.15625,0,1.123,74.0340714
868.099,0.01983398,0,70.57111287,63.58541347,8.706903457,-4.216074831,478,28.8,99.9,0,24.15625,0,1.123,74.03050829
868.199,0.019873847,0,70.55195402,63.59500462,8.681009874,-4.20810518,478,28.8,99.9,0,24.15625,0,1.123,74.02338201
868.299,0.01983398,0,70.58069228,63.56623107,8.700430061,-4.116454194,478,28.8,99.9,0,24.15625,0,1.123,74.01981883
868.399,0.019794114,0,70.56153345,63.58541347,8.674536478,-4.184196227,481,28.8,99.9,0,24.1875,0,1.123,74.01981883
868.499,0.01983398,0,70.53279513,63.58541347,8.726323644,-4.295771341,481,28.8,99.9,0,24.1875,0,1.123,74.01269241
868.599,0.019873847,0,70.54237458,63.59500462,8.710140155,-4.28780169,481,28.8,99.9,0,24.1875,0,1.123,74.01269241
868.699,0.019873847,0,70.53279513,63.58541347,8.703666759,-4.132393496,481,28.8,99.9,0,24.1875,0,1.123,74.01269241
868.799,0.019873847,0,70.53279513,63.57582228,8.668063083,-4.323665119,481,28.8,99.9,0,24.1875,0,1.123,74.00200262
868.899,0.019794114,0,70.53279513,63.56623107,8.681009874,-4.168256925,481,28.8,99.9,0,24.1875,0,1.123,73.99487598
868.999,0.01983398,0,70.54237458,63.56623107,8.68748327,-4.279832039,481,28.8,99.9,0,24.1875,0,1.124,74.00556591
869.099,0.01983398,0,70.55195402,63.54704856,8.67129978,-4.144347972,481,28.8,99.9,0,24.1875,0,1.124,74.00200262
869.199,0.01971438,0,70.55195402,63.54704856,8.638932802,-4.180211401,481,28.8,99.9,0,24.1875,0,1.124,73.98774925
869.299,0.019794114,0,70.53279513,63.55663983,8.700430061,-4.232014133,481,28.8,99.9,0,24.1875,0,1.124,74.00200262
869.399,0.019754247,0,70.55195402,63.57582228,8.68748327,-4.291786515,481,28.8,99.9,0,24.1875,0,1.124,73.99131262
869.499,0.019754247,0,70.53279513,63.56623107,8.697193363,-4.220059656,481,28.8,99.9,0,24.1875,0,1.124,73.98418585
869.599,0.019794114,0,70.54237458,63.52786593,8.648642895,-4.243968609,481,28.8,99.9,0,24.1875,0,1.124,73.97349552
869.699,0.01983398,0,70.51363618,63.55663983,8.674536478,-4.224044482,481,28.8,99.9,0,24.1875,0,1.124,73.97349552
869.799,0.019754247,0,70.51363618,63.54704856,8.700430061,-4.255923086,481,28.8,99.9,0,24.1875,0,1.124,73.97705899
869.899,0.019794114,0,70.53279513,63.54704856,8.668063083,-4.216074831,481,28.8,99.9,0,24.1875,0,1.124,73.97349552
869.999,0.019794114,0,70.5040567,63.54704856,8.681009874,-4.200135529,481,28.8,99.9,0,24.1875,0,1.124,73.97349552
870.099,0.019794114,0,70.49447719,63.52786593,8.645406198,-4.327649945,481,28.8,99.9,0,24.1875,0,1.123,73.97349552
870.199,0.019794114,0,70.53279513,63.52786593,8.67129978,-4.160287274,481,28.8,99.9,0,24.1875,0,1.123,73.97349552
870.299,0.019794114,0,70.5040567,63.54704856,8.67129978,-4.239983784,481,28.8,99.9,0,24.1875,0,1.123,73.97349552
870.399,0.01971438,0,70.5040567,63.55663983,8.677773176,-4.096530066,481,28.8,99.9,0,24.1875,0,1.123,73.98062243
870.499,0.019674514,0,70.49447719,63.55663983,8.67129978,-4.224044482,481,28.8,99.9,0,24.1875,0,1.123,73.98062243
870.599,0.01971438,0,70.5040567,63.53745726,8.664826385,-4.220059656,481,28.8,99.9,0,24.1875,0,1.123,73.96280499
870.699,0.019754247,0,70.48489768,63.53745726,8.703666759,-4.224044482,481,28.8,99.9,0,24.1875,0,1.123,73.95567786
870.799,0.019794114,0,70.46573862,63.52786593,8.655116291,-4.196150703,481,28.8,99.9,0,24.1875,0,1.123,73.94855064
870.899,0.019794114,0,70.49447719,63.54704856,8.638932802,-4.17224175,481,28.8,99.9,0,24.1875,0,1.123,73.94498699
870.999,0.019754247,0,70.47531816,63.51827458,8.655116291,-4.271862388,481,28.8,99.9,0,24.1875,0,1.123,73.94498699
871.099,0.019754247,0,70.47531816,63.50868319,8.638932802,-4.200135529,481,28.8,99.9,0,24.1875,0,1.123,73.95211426
871.199,0.019674514,0,70.46573862,63.53745726,8.68748327,-4.164272099,481,28.8,99.9,0,24.1875,0,1.123,73.94498699
871.299,0.019794114,0,70.45615908,63.51827458,8.635696104,-4.176226576,481,28.8,99.9,0,24.1875,0,1.123,73.94855064
871.399,0.019674514,0,70.46573862,63.50868319,8.668063083,-4.156302448,481,28.8,99.9,0,24.1875,0,1.123,73.94855064
871.499,0.019754247,0,70.45615908,63.52786593,8.668063083,-4.188181052,481,28.8,99.9,0,24.1875,0,1.123,73.93785964
871.599,0.01971438,0,70.47531816,63.50868319,8.661589687,-4.204120354,481,28.8,99.9,0,24.1875,0,1.123,73.94855064
871.699,0.01971438,0,70.47531816,63.50868319,8.664826385,-4.124423845,481,28.8,99.9,0,24.1875,0,1.123,73.9307322
871.799,0.019754247,0,70.42742037,63.49909177,8.677773176,-4.144347972,481,28.8,99.9,0,24.1875,0,1.123,73.92360466
871.899,0.019674514,0,70.44657952,63.50868319,8.674536478,-4.160287274,481,28.8,99.9,0,24.1875,0,1.123,73.93785964
871.999,0.01971438,0,70.44657952,63.48950033,8.67129978,-4.17224175,481,28.8,99.9,0,24.1875,0,1.123,73.91647704
872.099,0.01971438,0,70.39868155,63.50868319,8.625986011,-4.168256925,481,28.8,99.9,0,24.1875,0,1.123,73.92716844
872.199,0.019754247,0,70.41784077,63.47990885,8.651879593,-4.196150703,481,28.8,99.9,0,24.1875,0,1.123,73.91647704
872.299,0.019674514,0,70.43699995,63.50868319,8.655116291,-4.200135529,481,28.8,99.9,0,24.1875,0,1.123,73.92360466
872.399,0.019754247,0,70.43699995,63.48950033,8.68748327,-4.160287274,481,28.8,99.9,0,24.1875,0,1.123,73.92360466
872.499,0.01971438,0,70.41784077,63.50868319,8.661589687,-4.247953435,481,28.8,99.9,0,24.1875,0,1.123,73.9129132
872.599,0.01971438,0,70.43699995,63.48950033,8.67129978,-4.168256925,482,28.8,99.9,0,24.1875,0,1.123,73.9129132
872.699,0.01971438,0,70.42742037,63.47990885,8.648642895,-4.224044482,482,28.8,99.9,0,24.1875,0,1.123,73.90578544
872.799,0.01971438,0,70.42742037,63.47031735,8.68748327,-4.100514892,482,28.8,99.9,0,24.1875,0,1.123,73.90934933
872.899,0.01971438,0,70.40826117,63.45113425,8.655116291,-4.204120354,482,28.8,99.9,0,24.1875,0,1.123,73.90222153
872.999,0.019674514,0,70.41784077,63.47990885,8.664826385,-4.25193826,482,28.8,99.9,0,24.1875,0,1.123,73.89509364
873.099,0.019634647,0,70.40826117,63.47990885,8.629222708,-4.144347972,482,28.8,99.9,0,24.1875,0,1.123,73.89509364
873.199,0.019674514,0,70.39868155,63.47990885,8.710140155,-4.12840867,482,28.8,99.9,0,24.1875,0,1.123,73.89509364
873.299,0.01971438,0,70.41784077,63.46072581,8.635696104,-4.196150703,478,28.8,99.9,0,24.1875,0,1.123,73.89152966
873.399,0.019634647,0,70.39868155,63.47031735,8.651879593,-4.136378321,478,28.8,99.9,0,24.1875,0,1.123,73.89865759
873.499,0.019594781,0,70.39868155,63.45113425,8.67129978,-4.12840867,478,28.8,99.9,0,24.1875,0,1.123,73.88083759
873.599,0.019674514,0,70.37952228,63.45113425,8.661589687,-4.188181052,478,28.8,99.9,0,24.1875,0,1.123,73.88440164
873.699,0.019754247,0,70.37952228,63.47990885,8.668063083,-4.192165878,478,28.8,99.9,0,24.1875,0,1.123,73.89152966
873.799,0.019594781,0,70.38910192,63.45113425,8.661589687,-4.204120354,478,28.8,99.9,0,24.1875,0,1.123,73.88796566
873.899,0.019594781,0,70.38910192,63.46072581,8.67129978,-4.176226576,478,28.8,99.9,0,24.1875,0,1.123,73.86658119
873.999,0.019594781,0,70.36036296,63.46072581,8.629222708,-4.160287274,478,28.8,99.9,0,24.1875,0,1.123,73.88083759
874.099,0.019634647,0,70.38910192,63.45113425,8.67129978,-4.216074831,478,28.8,99.9,0,24.1875,0,1.123,73.87014532
874.199,0.01971438,0,70.36036296,63.47990885,8.655116291,-4.140363147,478,28.8,99.9,0,24.1875,0,1.123,73.87014532
874.299,0.019594781,0,70.35078329,63.44154266,8.635696104,-4.220059656,478,28.8,99.9,0,24.1875,0,1.123,73.87014532
874.399,0.019634647,0,70.36036296,63.45113425,8.645406198,-4.224044482,478,28.8,99.9,0,24.1875,0,1.123,73.85588865
874.499,0.019674514,0,70.36036296,63.44154266,8.6421695,-4.243968609,478,28.8,99.9,0,24.1875,0,1.123,73.84876018
874.599,0.019594781,0,70.36036296,63.44154266,8.613039219,-4.168256925,478,28.8,99.9,0,24.1875,0,1.123,73.84876018
874.699,0.019554914,0,70.30288472,63.43195103,8.655116291,-4.228029307,475,28.8,99.9,0,24.1875,0,1.123,73.86658119
874.799,0.019594781,0,70.32204418,63.44154266,8.681009874,-4.160287274,475,28.8,99.9,0,24.1875,0,1.123,73.85945285
874.899,0.01971438,0,70.3412036,63.4127677,8.661589687,-4.176226576,475,28.8,99.9,0,24.1875,0,1.123,73.85232443
874.999,0.019594781,0,70.32204418,63.45113425,8.651879593,-4.100514892,475,28.8,99.9,0,24.1875,0,1.123,73.84876018
875.099,0.019674514,0,70.32204418,63.44154266,8.661589687,-4.235998958,475,28.8,99.9,0,24.1875,0,1.123,73.85945285
875.199,0.019674514,0,70.32204418,63.43195103,8.658352989,-4.152317623,475,28.8,99.9,0,24.1875,0,1.123,73.83806731
875.299,0.019634647,0,70.30288472,63.46072581,8.6421695,-4.136378321,475,28.8,99.9,0,24.1875,0,1.123,73.83450297
875.399,0.019594781,0,70.31246446,63.39358425,8.658352989,-4.295771341,477,28.8,99.9,0,24.1875,0,1.123,73.83806731
875.499,0.019515047,0,70.28372521,63.42235938,8.593619032,-4.148332798,477,28.8,99.9,0,24.1875,0,1.123,73.83806731
875.599,0.019594781,0,70.29330497,63.4127677,8.632459406,-4.072621113,477,28.8,99.9,0,24.1875,0,1.123,73.83093861
875.699,0.019554914,0,70.30288472,63.43195103,8.635696104,-4.168256925,477,28.8,99.9,0,24.1875,0,1.123,73.84163162
875.799,0.019554914,0,70.29330497,63.44154266,8.635696104,-4.140363147,477,28.8,99.9,0,24.1875,0,1.123,73.83450297
875.899,0.019515047,0,70.28372521,63.42235938,8.645406198,-4.196150703,477,28.8,99.9,0,24.1875,0,1.123,73.83093861
875.999,0.019554914,0,70.27414544,63.39358425,8.6421695,-4.144347972,477,28.8,99.9,0,24.1875,0,1.123,73.82380983
876.099,0.019554914,0,70.24540604,63.38399248,8.648642895,-4.152317623,478,28.8,99.9,0,24.1875,0,1.123,73.82380983
876.199,0.019554914,0,70.28372521,63.40317599,8.651879593,-4.076605939,478,28.8,99.9,0,24.1875,0,1.123,73.82024541
876.299,0.019674514,0,70.26456565,63.38399248,8.635696104,-4.144347972,478,28.8,99.9,0,24.1875,0,1.123,73.82380983
876.399,0.019594781,0,70.26456565,63.4127677,8.645406198,-4.176226576,478,28.8,99.9,0,24.1875,0,1.123,73.809552
876.499,0.019554914,0,70.26456565,63.38399248,8.664826385,-4.192165878,478,28.8,99.9,0,24.1875,0,1.123,73.81311649
876.599,0.019594781,0,70.25498585,63.4127677,8.603329126,-4.116454194,478,28.8,99.9,0,24.1875,0,1.123,73.80598748
876.699,0.019554914,0,70.24540604,63.40317599,8.625986011,-4.136378321,478,28.8,99.9,0,24.1875,0,1.124,73.81311649
876.799,0.019554914,0,70.24540604,63.38399248,8.6421695,-4.192165878,478,28.8,99.9,0,24.1875,0,1.124,73.809552
876.899,0.019554914,0,70.19750681,63.38399248,8.648642895,-4.156302448,478,28.8,99.9,0,24.1875,0,1.124,73.79172921
876.999,0.019515047,0,70.24540604,63.38399248,8.616275917,-4.140363147,478,28.8,99.9,0,24.1875,0,1.124,73.80598748
877.099,0.019594781,0,70.23582622,63.39358425,8.629222708,-4.184196227,478,28.8,99.9,0,24.1875,0,1.124,73.79172921
877.199,0.019515047,0,70.19750681,63.38399248,8.658352989,-4.116454194,478,28.8,99.9,0,24.1875,0,1.124,73.79172921
877.299,0.019475181,0,70.21666654,63.40317599,8.638932802,-4.196150703,478,28.8,99.9,0,24.1875,0,1.124,73.78816458
877.399,0.019554914,0,70.22624639,63.37440068,8.632459406,-4.176226576,478,28.8,99.9,0,24.1875,0,1.124,73.78103526
877.499,0.019515047,0,70.21666654,63.4127677,8.609802521,-4.180211401,479,28.8,99.9,0,24.1875,0,1.124,73.78816458
877.599,0.019515047,0,70.20708668,63.36480885,8.645406198,-4.176226576,479,28.8,99.9,0,24.1875,0,1.124,73.77390585
877.699,0.019554914,0,70.19750681,63.37440068,8.613039219,-4.144347972,479,28.8,99.9,0,24.1875,0,1.124,73.78459993
877.799,0.019515047,0,70.20708668,63.35521699,8.638932802,-4.180211401,479,28.8,99.9,0,24.1875,0,1.123,73.77747057
877.899,0.019515047,0,70.21666654,63.37440068,8.629222708,-4.152317623,479,28.8,99.9,0,24.1875,0,1.123,73.77034112
877.999,0.019515047,0,70.16876712,63.37440068,8.655116291,-4.192165878,479,28.8,99.9,0,24.1875,0,1.123,73.77034112
878.099,0.019515047,0,70.18792693,63.35521699,8.658352989,-4.140363147,479,28.8,99.9,0,24.1875,0,1.123,73.77747057
878.199,0.019515047,0,70.18792693,63.39358425,8.625986011,-4.176226576,480,28.8,99.9,0,24.1875,0,1.123,73.76321157
878.299,0.019554914,0,70.17834703,63.40317599,8.606565823,-4.212090005,480,28.8,99.9,0,24.1875,0,1.123,73.74538733
878.399,0.019435314,0,70.18792693,63.3456251,8.632459406,-4.176226576,480,28.8,99.9,0,24.1875,0,1.123,73.76677636
878.499,0.019435314,0,70.18792693,63.35521699,8.603329126,-4.132393496,480,28.8,99.9,0,24.1875,0,1.123,73.76321157
878.599,0.019395448,0,70.16876712,63.37440068,8.6421695,-4.212090005,480,28.8,99.9,0,24.1875,0,1.123,73.75251709
878.699,0.019475181,0,70.17834703,63.31684925,8.619512615,-4.080590764,480,28.8,99.9,0,24.1875,0,1.123,73.74895222
878.799,0.019435314,0,70.16876712,63.35521699,8.606565823,-4.188181052,480,28.8,99.9,0,24.1875,0,1.123,73.75251709
878.899,0.019475181,0,70.16876712,63.35521699,8.629222708,-4.136378321,480,28.8,99.9,0,24.1875,0,1.123,73.75608194
878.999,0.019355581,0,70.1591872,63.36480885,8.645406198,-4.156302448,480,28.8,99.9,0,24.1875,0,1.123,73.73825748
879.099,0.019435314,0,70.16876712,63.32644123,8.603329126,-4.144347972,480,28.8,99.9,0,24.1875,0,1.123,73.74538733
879.199,0.019475181,0,70.14960727,63.35521699,8.616275917,-4.180211401,480,28.8,99.9,0,24.1875,0,1.123,73.72756253
879.299,0.019435314,0,70.16876712,63.33603318,8.600092428,-4.196150703,480,28.8,99.9,0,24.1875,0,1.123,73.73469252
879.399,0.019475181,0,70.1591872,63.32644123,8.622749313,-4.156302448,480,28.8,99.9,0,24.1875,0,1.123,73.73825748
879.499,0.019435314,0,70.17834703,63.32644123,8.609802521,-4.176226576,480,28.8,99.9,0,24.1875,0,1.123,73.73469252
879.599,0.019475181,0,70.13044736,63.32644123,8.661589687,-4.180211401,480,28.8,99.9,0,24.1875,0,1.123,73.73825748
879.699,0.019395448,0,70.1591872,63.31684925,8.622749313,-4.124423845,480,28.8,99.9,0,24.1875,0,1.123,73.73112753
879.799,0.019435314,0,70.12086739,63.33603318,8.613039219,-4.104499717,480,28.8,99.9,0,24.1875,0,1.123,73.7239975
879.899,0.019395448,0,70.13044736,63.32644123,8.638932802,-4.188181052,480,28.8,99.9,0,24.1875,0,1.123,73.71686738
879.999,0.019475181,0,70.1591872,63.31684925,8.648642895,-4.108484543,480,28.8,99.9,0,24.1875,0,1.123,73.72043245
880.099,0.019395448,0,70.12086739,63.32644123,8.616275917,-4.136378321,480,28.8,99.9,0,24.1875,0,1.123,73.70973717
880.199,0.019355581,0,70.11128741,63.32644123,8.613039219,-4.044727335,480,28.8,99.9,0,24.1875,0,1.123,73.71330228
880.299,0.019435314,0,70.11128741,63.33603318,8.622749313,-4.192165878,481,28.8,99.9,0,24.1875,0,1.123,73.71330228
880.399,0.019435314,0,70.13044736,63.33603318,8.590382334,-4.072621113,481,28.8,99.9,0,24.1875,0,1.123,73.70260686
880.499,0.019435314,0,70.12086739,63.31684925,8.625986011,-4.116454194,481,28.8,99.9,0,24.1875,0,1.123,73.71686738
880.599,0.019435314,0,70.11128741,63.2976652,8.619512615,-4.072621113,481,28.8,99.9,0,24.1875,0,1.123,73.70260686
880.699,0.019435314,0,70.12086739,63.31684925,8.622749313,-4.184196227,481,28.8,99.9,0,24.1875,0,1.123,73.69547647
880.799,0.019395448,0,70.14002732,63.32644123,8.580672241,-4.068636288,481,28.8,99.9,0,24.1875,0,1.123,73.69547647
880.899,0.019435314,0,70.13044736,63.2976652,8.619512615,-4.17224175,481,28.8,99.9,0,24.1875,0,1.123,73.68834599
880.999,0.019435314,0,70.11128741,63.31684925,8.606565823,-4.17224175,481,28.8,99.9,0,24.1875,0,1.123,73.69191125
881.099,0.019395448,0,70.09212741,63.32644123,8.638932802,-4.243968609,481,28.8,99.9,0,24.1875,0,1.123,73.68121543
881.199,0.019315714,0,70.11128741,63.28807313,8.632459406,-4.140363147,481,28.8,99.9,0,24.1875,0,1.123,73.68834599
881.299,0.019355581,0,70.11128741,63.2976652,8.619512615,-4.124423845,481,28.8,99.9,0,24.1875,0,1.123,73.68834599
881.399,0.019395448,0,70.10170741,63.2976652,8.590382334,-4.168256925,481,28.8,99.9,0,24.1875,0,1.123,73.68834599
881.499,0.019395448,0,70.09212741,63.27848104,8.593619032,-4.120439019,481,28.8,99.9,0,24.1875,0,1.123,73.67765011
881.599,0.019355581,0,70.09212741,63.2976652,8.616275917,-4.144347972,481,28.8,99.9,0,24.1875,0,1.123,73.67765011
881.699,0.019395448,0,70.09212741,63.31684925,8.6421695,-4.12840867,481,28.8,99.9,0,24.1875,0,1.123,73.67765011
881.799,0.019395448,0,70.11128741,63.28807313,8.629222708,-4.212090005,479,28.8,99.9,0,24.1875,0,1.123,73.65982318
881.899,0.019355581,0,70.11128741,63.31684925,8.603329126,-4.140363147,479,28.8,99.9,0,24.1875,0,1.123,73.66695402
881.999,0.019355581,0,70.10170741,63.28807313,8.59685573,-4.136378321,479,28.8,99.9,0,24.1875,0,1.123,73.67408477
882.099,0.019355581,0,70.07296735,63.28807313,8.616275917,-4.100514892,479,28.8,99.9,0,24.1875,0,1.123,73.66695402
882.199,0.019315714,0,70.08254738,63.28807313,8.638932802,-4.120439019,479,28.8,99.9,0,24.1875,0,1.123,73.66695402
882.299,0.019355581,0,70.10170741,63.25929675,8.635696104,-4.180211401,479,28.8,99.9,0,24.1875,0,1.123,73.65982318
882.399,0.019315714,0,70.09212741,63.25929675,8.600092428,-4.152317623,479,28.8,99.9,0,24.1875,0,1.123,73.65269225
882.499,0.019315714,0,70.07296735,63.28807313,8.587145636,-4.152317623,477,28.8,99.9,0,24.1875,0,1.123,73.66338861
882.599,0.019315714,0,70.07296735,63.28807313,8.59685573,-4.164272099,477,28.8,99.9,0,24.1875,0,1.123,73.65982318
882.699,0.019355581,0,70.07296735,63.25929675,8.583908938,-4.168256925,477,28.8,99.9,0,24.1875,0,1.123,73.65625773
882.799,0.019355581,0,70.09212741,63.26888891,8.600092428,-4.188181052,477,28.8,99.9,0,24.1875,0,1.123,73.64912676
882.899,0.019315714,0,70.10170741,63.28807313,8.616275917,-4.112469368,477,28.8,99.9,0,24.1875,0,1.123,73.65269225
882.999,0.019395448,0,70.07296735,63.25929675,8.609802521,-4.08457559,477,28.8,99.9,0,24.1875,0,1.123,73.63486455
883.099,0.019315714,0,70.07296735,63.27848104,8.616275917,-4.096530066,477,28.8,99.9,0,24.1875,0,1.123,73.64556124
883.199,0.019315714,0,70.07296735,63.26888891,8.548305262,-4.104499717,477,28.8,99.9,0,24.1875,0,1.123,73.6419957
883.299,0.019355581,0,70.08254738,63.24970456,8.619512615,-4.064651462,477,28.8,99.9,0,24.1875,0,1.123,73.62773331
883.399,0.019235981,0,70.07296735,63.24970456,8.638932802,-4.164272099,477,28.8,99.9,0,24.1875,0,1.123,73.63843013
883.499,0.019315714,0,70.05380724,63.28807313,8.580672241,-4.216074831,477,28.8,99.9,0,24.1875,0,1.123,73.63486455
883.599,0.019395448,0,70.0633873,63.25929675,8.629222708,-4.12840867,477,28.8,99.9,0,24.1875,0,1.123,73.63486455
883.699,0.019315714,0,70.0633873,63.27848104,8.580672241,-4.120439019,477,28.8,99.9,0,24.1875,0,1.123,73.61703628
883.799,0.019275848,0,70.07296735,63.23052009,8.587145636,-4.148332798,477,28.8,99.9,0,24.1875,0,1.123,73.62416765
883.899,0.019235981,0,70.0633873,63.24011234,8.616275917,-4.088560415,477,28.8,99.9,0,24.1875,0,1.123,73.60990482
883.999,0.019275848,0,70.05380724,63.24011234,8.609802521,-4.116454194,477,28.8,99.9,0,24.1875,0,1.123,73.61347056
884.099,0.019156248,0,70.05380724,63.24011234,8.577435543,-4.020818382,477,28.8,99.9,0,24.1875,0,1.123,73.60633905
884.199,0.019275848,0,70.04422717,63.24011234,8.593619032,-4.152317623,477,28.8,99.9,0,24.1875,0,1.123,73.61347056
884.299,0.019275848,0,70.05380724,63.25929675,8.619512615,-4.136378321,477,28.8,99.9,0,24.1875,0,1.123,73.60277326
884.399,0.019315714,0,70.04422717,63.24970456,8.554778658,-4.120439019,477,28.8,99.9,0,24.1875,0,1.123,73.60633905
884.499,0.019275848,0,70.04422717,63.22092781,8.580672241,-4.136378321,477,28.8,99.9,0,24.1875,0,1.124,73.60633905
884.599,0.019315714,0,70.03464709,63.25929675,8.590382334,-4.108484543,477,28.8,99.9,0,24.1875,0,1.124,73.59564162
884.699,0.019275848,0,70.03464709,63.23052009,8.554778658,-4.076605939,477,28.8,99.9,0,24.1875,0,1.124,73.59564162
884.799,0.019275848,0,70.05380724,63.24011234,8.590382334,-4.012848731,477,28.8,99.9,0,24.1875,0,1.124,73.59920745
884.899,0.019235981,0,70.05380724,63.20174317,8.629222708,-4.088560415,477,28.8,99.9,0,24.1875,0,1.124,73.59920745
884.999,0.019235981,0,70.03464709,63.22092781,8.583908938,-4.032772858,477,28.8,99.9,0,24.1875,0,1.124,73.58850989
885.099,0.019235981,0,70.03464709,63.20174317,8.616275917,-4.148332798,477,28.8,99.9,0,24.1875,0,1.124,73.57781213
885.199,0.019196115,0,70.02506699,63.23052009,8.616275917,-4.052696986,477,28.8,99.9,0,24.1875,0,1.124,73.57424616
885.299,0.019235981,0,70.02506699,63.22092781,8.622749313,-4.116454194,477,28.8,99.9,0,24.1875,0,1.124,73.58137807
885.399,0.019355581,0,70.0633873,63.21133551,8.603329126,-4.072621113,477,28.8,99.9,0,24.1875,0,1.124,73.58494399
885.499,0.019355581,0,70.04422717,63.22092781,8.567725449,-4.072621113,477,28.8,99.9,0,24.1875,0,1.124,73.57068017
885.599,0.019196115,0,70.01548688,63.21133551,8.593619032,-4.168256925,477,28.8,99.9,0,24.1875,0,1.122,73.58137807
885.699,0.019275848,0,70.00590676,63.21133551,8.587145636,-4.088560415,477,28.8,99.9,0,24.1875,0,1.122,73.58494399
885.799,0.019235981,0,70.03464709,63.21133551,8.577435543,-4.116454194,477,28.8,99.9,0,24.1875,0,1.122,73.57068017
885.899,0.019315714,0,70.03464709,63.23052009,8.609802521,-4.108484543,477,28.8,99.9,0,24.1875,0,1.122,73.55284989
